event_id,user_id,event_type,event_timestamp,platform
11014940,9340960,kyc_submitted,"2024-09-30 12:45:41.019453",ios
11015101,3934317,signup,"2024-03-09 03:11:21.295471",ios
11016306,3082963,signup,"2024-04-26 06:10:39.582674",ios
11016554,2820908,subscribed,"2024-12-15 14:37:11.062354",web
11016570,3017528,kyc_submitted,"2024-01-15 17:51:58.771500",web
11016756,5180303,signup,"2024-08-05 20:30:19.251353",android
11017815,2821367,plan_selected,"2024-07-21 09:02:11.663171",android
11018320,8818114,bank_linked,"2024-01-26 06:21:14.147263",ios
11018416,2756124,signup,"2024-12-16 06:58:00.710372",ios
11018664,2133629,email_verified,"2024-06-04 18:59:14.207740",ios
11019038,3378907,signup,"2023-10-23 21:09:26.228073",web
11019301,6754068,kyc_approved,"2023-11-27 00:32:56.422115",web
11020965,3150205,signup,"2023-09-13 08:51:07.579142",android
11022141,5739400,first_deposit,"2024-02-06 03:40:34.458029",web
11022767,2725049,email_verified,"2024-09-18 17:51:10.779403",android
11023831,6788773,bank_linked,"2024-01-16 23:16:44.933922",ios
11024045,3708668,first_deposit,"2023-07-08 00:13:45.643172",web
11025578,3578305,plan_selected,"2024-08-05 08:50:55.269040",android
11027343,9641123,email_verified,"2024-02-19 23:19:32.402653",android
11028598,2760399,kyc_submitted,"2024-12-31 15:50:13.978103",ios
11029027,9019213,bank_linked,"2023-07-20 04:54:04.777459",ios
11029153,2498447,kyc_submitted,"2023-05-08 17:24:18.164035",web
11029245,6692796,kyc_submitted,"2024-07-10 10:42:17.388895",web
11029283,9740245,bank_linked,"2024-04-20 18:47:17.786902",ios
11029599,4890702,kyc_submitted,"2024-10-08 13:21:06.471296",web
11029808,6070414,signup,"2024-11-26 03:58:00.248761",android
11030068,6004998,plan_selected,"2024-06-15 12:44:23.232888",ios
11030517,3154327,signup,"2023-09-11 14:13:36.907129",ios
11030683,2957792,signup,"2024-10-24 22:02:47.303886",web
11030742,4891113,email_verified,"2023-09-11 23:32:16.857149",ios
11030861,3318292,bank_linked,"2024-08-22 00:00:02.840658",android
11030898,1090093,email_verified,"2024-06-11 06:58:17.092917",android
11031004,6005332,subscribed,"2023-10-30 21:11:57.566589",android
11031310,8299243,kyc_submitted,"2024-03-06 15:29:34.243715",ios
11031504,7971631,signup,"2024-02-10 00:15:50.046328",android
11031956,4858804,bank_linked,"2024-11-07 19:44:45.323497",ios
11032221,4924482,signup,"2023-06-16 09:03:30.272687",android
11032455,8496287,email_verified,"2024-12-22 06:20:06.134245",ios
11033058,3876237,first_deposit,"2024-04-12 15:06:17.458959",ios
11034576,6826038,signup,"2024-12-28 00:59:37.734309",android
11035021,3942609,kyc_approved,"2024-05-12 08:24:31.375664",ios
11035662,8792590,bank_linked,"2024-12-13 08:16:05.679717",ios
11036070,2992825,kyc_submitted,"2023-12-31 09:58:31.779727",android
11036362,1944353,subscribed,"2024-11-13 19:24:17.825194",ios
11036715,2435986,signup,"2024-01-02 00:37:38.625386",ios
11036887,8334291,signup,"2023-12-24 19:30:56.434331",ios
11037183,8596585,kyc_submitted,"2024-06-02 05:21:41.898441",android
11037280,9710745,signup,"2024-08-27 18:17:57.990772",android
11037338,7908531,plan_selected,"2024-09-07 20:34:29.082614",android
11037363,7679155,subscribed,"2023-11-29 07:52:33.352718",android
11038342,5025282,email_verified,"2024-09-27 07:56:50.807606",ios
11039137,7483214,kyc_submitted,"2023-09-17 06:49:56.143580",android
11039899,9908385,email_verified,"2024-07-12 15:49:48.828319",ios
11039960,1257681,signup,"2024-08-25 03:42:31.499359",ios
11040244,7876913,kyc_approved,"2024-03-10 06:14:02.718070",ios
11041005,5616167,signup,"2024-11-21 12:43:32.501376",ios
11041351,6173395,signup,"2023-09-05 07:54:55.500078",ios
11041591,6140709,kyc_submitted,"2024-08-22 08:06:38.277625",ios
11041628,4829994,plan_selected,"2024-07-20 10:49:17.125480",ios
11041639,7123769,email_verified,"2024-07-10 21:42:34.528303",web
11042099,6796260,kyc_approved,"2024-09-09 13:44:21.557660",web
11042218,3519507,signup,"2024-05-14 17:14:29.882664",android
11042656,4928683,subscribed,"2024-12-18 08:21:13.582782",android
11043471,4077099,signup,"2024-04-24 12:39:01.206268",ios
11043765,9418385,signup,"2023-12-19 23:36:37.866191",ios
11043925,5912301,first_deposit,"2024-09-08 00:29:13.012987",web
11044144,2668321,email_verified,"2024-03-05 02:36:33.434779",web
11044170,8402731,email_verified,"2024-04-01 00:35:48.882462",android
11044184,8402731,plan_selected,"2024-04-09 06:07:45.196694",ios
11044514,8697808,kyc_submitted,"2023-11-11 23:34:03.057578",ios
11047272,4144480,email_verified,"2024-09-17 10:11:26.264445",web
11047392,4898190,bank_linked,"2024-06-30 01:27:01.643985",web
11047678,5914150,signup,"2024-12-28 23:16:56.460571",ios
11048442,6963135,kyc_submitted,"2024-04-22 14:51:41.021965",ios
11050107,8045209,kyc_approved,"2023-12-26 00:50:49.048407",ios
11050516,4768553,first_deposit,"2023-08-23 18:22:05.170005",ios
11050584,2802502,kyc_approved,"2024-11-01 04:35:13.192274",ios
11050854,8930221,kyc_approved,"2024-04-30 05:25:24.895483",web
11050908,2278343,kyc_submitted,"2024-08-10 10:39:21.410375",android
11052118,7193956,kyc_submitted,"2024-11-12 15:27:22.085464",android
11052224,7062903,plan_selected,"2024-09-12 17:15:04.101852",web
11052495,8406465,kyc_approved,"2024-06-04 05:38:57.433792",web
11052825,5031464,bank_linked,"2024-07-15 18:36:24.918436",android
11053222,1853159,first_deposit,"2023-07-29 11:59:22.253438",android
11053266,5588727,kyc_submitted,"2024-11-07 18:34:53.104860",ios
11053518,6178652,kyc_submitted,"2024-05-06 21:41:05.078695",web
11055222,7457294,kyc_submitted,"2024-06-27 22:59:41.165897",android
11055393,9521722,kyc_submitted,"2024-06-02 00:57:03.429535",ios
11056166,2935740,kyc_submitted,"2024-06-08 09:12:33.539946",android
11057067,1592632,first_deposit,"2024-08-29 15:41:56.392930",ios
11057376,4443571,kyc_approved,"2024-01-15 10:31:45.081149",web
11058997,3887296,kyc_submitted,"2023-12-25 13:05:26.384639",ios
11059015,2347203,signup,"2024-05-25 00:36:59.044609",ios
11059082,6017226,kyc_submitted,"2023-12-19 17:00:15.823244",web
11059931,9359922,plan_selected,"2024-09-25 16:21:44.672247",android
11060040,6509165,signup,"2024-06-26 18:08:51.874847",web
11060216,3035848,email_verified,"2023-12-02 21:32:26.297839",web
11060417,2020154,plan_selected,"2024-11-07 06:54:51.575971",web
11060553,5657448,kyc_submitted,"2024-07-22 20:38:23.489514",web
11061043,9622587,email_verified,"2024-05-03 07:26:04.717735",android
11061735,6968633,signup,"2024-08-06 08:30:59.041563",web
11061736,6313280,signup,"2024-12-31 07:06:05.093746",ios
11061852,6575477,email_verified,"2024-09-06 21:18:32.259266",ios
11063026,7165706,signup,"2024-07-23 03:16:57.915625",android
11063244,1726331,signup,"2023-09-27 07:37:23.582628",ios
11063330,2414474,first_deposit,"2024-02-16 01:37:46.946773",ios
11063750,4806688,first_deposit,"2024-03-05 16:40:57.569256",ios
11065272,2742955,kyc_submitted,"2023-09-30 08:41:31.187216",ios
11065617,2284382,kyc_submitted,"2023-07-12 14:27:47.210131",web
11066321,3234967,bank_linked,"2024-07-20 06:11:08.059534",web
11066485,7822567,kyc_submitted,"2024-02-14 04:24:57.650382",web
11068093,7298941,kyc_approved,"2024-01-21 04:54:19.785935",ios
11069429,8249903,kyc_approved,"2024-09-28 04:56:58.314552",web
11069665,9200252,bank_linked,"2024-03-24 00:56:44.761344",web
11069890,2515719,first_deposit,"2023-08-22 17:25:44.010741",ios
11070446,1926097,email_verified,"2023-12-08 20:41:42.219493",ios
11071099,8185115,email_verified,"2024-09-03 14:05:08.484143",ios
11071479,7398897,kyc_submitted,"2023-11-15 06:15:49.801660",ios
11072049,8578729,signup,"2024-11-15 00:40:40.169078",android
11072447,4974409,first_deposit,"2024-10-22 19:49:51.214407",ios
11073355,5400852,signup,"2023-12-02 21:29:38.676489",ios
11073803,7662064,email_verified,"2024-09-06 14:48:51.357928",android
11074229,8415871,first_deposit,"2024-04-30 17:32:23.379184",android
11074930,9497552,signup,"2024-05-09 03:35:28.977617",android
11074952,7105525,email_verified,"2024-09-02 23:30:18.987448",web
11075352,6843493,signup,"2023-12-10 08:10:07.193747",ios
11075844,5926203,first_deposit,"2023-08-02 02:32:51.266759",web
11075978,3468665,email_verified,"2024-12-20 04:17:29.153245",android
11076055,6253974,signup,"2024-09-06 14:09:17.719715",ios
11076236,8089109,bank_linked,"2023-08-19 18:33:38.171684",ios
11076870,9203492,signup,"2024-12-17 10:09:09.915038",android
11077830,3338377,kyc_submitted,"2024-12-11 11:20:44.455006",web
11077988,3862750,signup,"2024-07-05 20:44:07.190597",android
11078609,4223522,signup,"2024-09-25 01:11:07.933745",web
11079193,6615829,bank_linked,"2024-03-04 07:39:34.282312",web
11079521,4355000,first_deposit,"2024-05-11 17:57:52.217158",ios
11080536,9139480,bank_linked,"2024-08-11 12:27:30.844925",android
11081778,5764812,signup,"2024-01-18 15:41:42.502880",android
11081936,2946830,email_verified,"2024-02-15 04:57:06.492962",web
11082599,5142535,signup,"2024-10-12 01:57:11.689350",ios
11082947,7796877,signup,"2024-11-20 09:59:09.145114",android
11083140,1898704,kyc_approved,"2024-05-03 14:37:55.880976",ios
11083516,2161068,signup,"2024-10-22 05:17:12.274046",ios
11084161,7535223,signup,"2024-08-10 19:22:10.031060",ios
11084375,3013338,plan_selected,"2024-11-16 22:03:27.881940",ios
11085371,1866964,email_verified,"2023-04-21 07:23:56.172600",web
11085747,5668223,first_deposit,"2023-08-17 15:20:26.217625",web
11086246,9371223,signup,"2024-03-12 05:21:41.149378",ios
11086999,5898107,signup,"2023-10-05 00:38:08.972556",web
11087766,5744353,first_deposit,"2024-11-22 07:53:36.990465",web
11088400,1397595,signup,"2024-03-13 02:47:28.580967",web
11534494,5013582,bank_linked,"2024-09-12 05:17:23.101394",android
