subscription_id,user_id,plan_tier,mrr,start_date,end_date,status,cancellation_reason,payment_method
967451,4928125,plus,9.99,2024-12-20,NULL,active,NULL,credit_card
967627,1359281,plus,9.99,2024-02-18,NULL,active,NULL,ach_transfer
969536,7124152,free,0.00,2024-06-05,NULL,active,NULL,NULL
969565,2962889,free,0.00,2024-05-11,NULL,active,NULL,NULL
970522,2847199,plus,7.99,2024-09-15,NULL,active,NULL,debit_card
981858,5715697,free,0.00,2023-05-30,NULL,active,NULL,NULL
986614,4906997,plus,9.99,2024-11-19,NULL,active,NULL,credit_card
987959,7484531,free,0.00,2024-06-21,NULL,active,NULL,NULL
991060,8942992,plus,9.99,2023-07-28,NULL,active,NULL,debit_card
1012626,9910335,free,0.00,2024-03-19,2025-03-31,canceled,missing_features,NULL
1014569,1487707,free,0.00,2024-04-24,NULL,active,NULL,NULL
1015902,7767835,free,0.00,2024-12-04,NULL,active,NULL,NULL
1019074,9751063,premium,24.99,2024-12-29,2025-11-24,canceled,no_longer_needed,credit_card
1029308,3361216,free,0.00,2024-04-07,NULL,active,NULL,NULL
1033021,1684659,premium,19.99,2024-08-30,NULL,active,NULL,ach_transfer
1036641,6918806,premium,19.99,2024-12-07,NULL,active,NULL,paypal
1044119,8219155,premium,24.99,2023-11-29,NULL,active,NULL,paypal
1048039,3464722,free,0.00,2024-11-18,NULL,active,NULL,NULL
1060114,1953692,plus,9.99,2024-03-26,NULL,past_due,NULL,debit_card
1061349,8330395,plus,9.99,2024-11-17,NULL,active,NULL,debit_card
1062377,9625146,plus,9.99,2024-05-15,NULL,active,NULL,credit_card
1067432,6723601,plus,7.99,2024-02-20,NULL,active,NULL,paypal
1068123,5031464,plus,9.99,2024-07-24,NULL,active,NULL,credit_card
1072162,3326729,plus,5.00,2023-11-14,NULL,active,NULL,debit_card
1074405,5622776,plus,9.99,2024-02-20,2025-01-26,canceled,no_longer_needed,credit_card
1075673,9935827,plus,9.99,2024-01-21,2024-10-27,canceled,switched_competitor,ach_transfer
1078624,3298756,plus,9.99,2024-07-26,NULL,active,NULL,paypal
1080580,5525208,free,0.00,2024-05-03,NULL,active,NULL,NULL
1084093,7679155,free,0.00,2023-12-04,NULL,active,NULL,NULL
1086522,3327089,free,0.00,2024-12-22,NULL,active,NULL,NULL
1089607,7701810,premium,24.99,2023-11-19,NULL,active,NULL,ach_transfer
1099695,7928655,premium,24.99,2024-04-25,NULL,active,NULL,ach_transfer
1100877,7226659,plus,7.99,2023-11-25,NULL,active,NULL,credit_card
1103482,1206487,free,0.00,2024-07-27,NULL,active,NULL,NULL
1104639,4632632,free,0.00,2023-06-14,NULL,active,NULL,NULL
1117379,6998544,plus,9.99,2024-12-27,NULL,active,NULL,credit_card
1119860,1337462,plus,7.99,2024-03-22,NULL,active,NULL,debit_card
1120553,2199529,premium,19.99,2023-05-06,NULL,active,NULL,debit_card
1137124,2137273,plus,9.99,2023-09-26,NULL,active,NULL,paypal
1140194,8969693,premium,24.99,2023-09-25,NULL,active,NULL,credit_card
1141063,8753638,plus,9.99,2024-03-11,NULL,active,NULL,credit_card
1142572,8745863,premium,24.99,2024-01-03,NULL,active,NULL,ach_transfer
1144234,4282972,plus,9.99,2024-12-22,NULL,active,NULL,debit_card
1157152,2195885,free,0.00,2024-02-10,NULL,active,NULL,NULL
1157922,3650235,plus,9.99,2024-04-04,NULL,active,NULL,debit_card
1166651,9491485,free,0.00,2024-09-05,NULL,active,NULL,NULL
1185976,3214178,free,0.00,2024-09-01,2025-06-11,canceled,poor_support,NULL
1187047,9817164,free,0.00,2024-09-16,NULL,active,NULL,NULL
1198046,8453659,free,0.00,2023-11-19,NULL,active,NULL,NULL
1199558,6806466,plus,9.99,2023-02-14,NULL,active,NULL,paypal
1210054,1895596,free,0.00,2024-08-06,NULL,active,NULL,NULL
1211062,9022417,premium,24.99,2024-04-08,NULL,active,NULL,credit_card
1211266,6862835,free,0.00,2023-07-08,NULL,active,NULL,NULL
1214332,5339235,free,0.00,2024-05-26,NULL,active,NULL,NULL
1216204,2419920,plus,9.99,2024-11-17,NULL,active,NULL,paypal
1216479,7077449,plus,9.99,2024-09-04,NULL,active,NULL,ach_transfer
1216804,7147454,free,0.00,2023-02-12,NULL,active,NULL,NULL
1217443,3422952,free,0.00,2024-10-02,2025-11-05,canceled,too_expensive,NULL
1226041,8016812,free,0.00,2023-10-14,2024-01-06,canceled,technical_issues,NULL
1234496,2811049,free,0.00,2023-04-03,2023-10-08,canceled,no_longer_needed,NULL
1255716,6098907,plus,7.99,2024-10-23,NULL,active,NULL,paypal
1264687,2999254,free,0.00,2023-06-11,NULL,active,NULL,NULL
1264699,2245749,plus,7.99,2024-08-31,NULL,active,NULL,credit_card
1265561,6093388,plus,9.99,2023-07-13,NULL,active,NULL,credit_card
1265836,3050053,plus,9.99,2023-08-17,2024-07-21,canceled,technical_issues,credit_card
1266637,7126463,plus,7.99,2023-10-29,NULL,active,NULL,debit_card
1268346,5187694,plus,9.99,2024-11-08,2025-01-16,canceled,technical_issues,ach_transfer
1269615,5175282,plus,9.99,2024-11-17,NULL,active,NULL,credit_card
1272940,1328821,premium,12.50,2023-08-14,NULL,past_due,NULL,debit_card
1274812,9714892,plus,5.00,2024-12-01,NULL,past_due,NULL,ach_transfer
1276824,5257341,free,0.00,2023-12-11,NULL,active,NULL,NULL
1279670,1239968,free,0.00,2024-12-08,2025-11-05,canceled,technical_issues,NULL
1283971,4061481,plus,9.99,2024-06-18,NULL,active,NULL,debit_card
1283980,2554205,plus,5.00,2023-11-30,NULL,active,NULL,debit_card
1285025,9910762,free,0.00,2023-06-25,2023-12-27,canceled,poor_support,NULL
1300459,7208714,free,0.00,2023-09-11,NULL,active,NULL,NULL
1302474,4947208,plus,9.99,2024-09-30,NULL,active,NULL,debit_card
1303515,8371858,plus,9.99,2024-12-23,2025-05-30,canceled,missing_features,credit_card
1305724,7554845,plus,9.99,2025-01-03,NULL,active,NULL,credit_card
1308263,1337283,plus,9.99,2023-12-10,NULL,active,NULL,credit_card
1315143,7147878,free,0.00,2024-12-10,NULL,active,NULL,NULL
1317831,9256327,premium,12.50,2023-08-12,NULL,active,NULL,ach_transfer
1324427,6215622,plus,9.99,2024-08-06,NULL,active,NULL,credit_card
1335191,2161140,premium,24.99,2024-10-10,NULL,active,NULL,credit_card
1340141,8269623,plus,9.99,2024-11-06,NULL,active,NULL,credit_card
1340825,3921989,plus,9.99,2024-12-18,NULL,past_due,NULL,debit_card
1343244,4649279,plus,9.99,2024-08-23,NULL,active,NULL,credit_card
1349065,3365885,premium,24.99,2024-10-13,NULL,active,NULL,ach_transfer
1352407,2600396,plus,5.00,2023-09-20,NULL,active,NULL,credit_card
1355124,3233414,plus,9.99,2023-01-26,NULL,past_due,NULL,credit_card
1359219,2807402,free,0.00,2024-10-10,NULL,active,NULL,NULL
1361276,7034722,free,0.00,2024-10-22,2025-10-29,canceled,too_expensive,NULL
1375161,7617488,plus,9.99,2024-07-24,NULL,active,NULL,credit_card
1388489,9927811,free,0.00,2024-02-18,NULL,active,NULL,NULL
1391038,4757985,premium,24.99,2024-11-10,NULL,active,NULL,credit_card
1395011,5902666,premium,24.99,2024-09-24,NULL,past_due,NULL,credit_card
1411508,5675431,plus,9.99,2024-01-12,NULL,active,NULL,debit_card
1414736,3008187,free,0.00,2024-08-12,NULL,active,NULL,NULL
1416943,9531225,plus,5.00,2024-02-06,NULL,active,NULL,ach_transfer
1438561,4372105,plus,9.99,2024-06-20,NULL,active,NULL,credit_card
1439422,9333920,premium,24.99,2024-08-29,NULL,active,NULL,credit_card
1449560,9824031,premium,24.99,2024-07-10,NULL,active,NULL,ach_transfer
1452502,9313157,free,0.00,2024-09-02,NULL,active,NULL,NULL
1454673,6202413,plus,9.99,2024-09-25,2025-02-22,canceled,technical_issues,credit_card
1459058,8402731,free,0.00,2024-04-19,NULL,active,NULL,NULL
1461328,8439103,free,0.00,2024-04-30,NULL,active,NULL,NULL
1466639,9899770,premium,24.99,2024-08-31,NULL,active,NULL,credit_card
1469706,6606594,free,0.00,2024-09-28,NULL,past_due,NULL,NULL
1472382,1898704,premium,12.50,2024-05-13,NULL,past_due,NULL,ach_transfer
1481374,3648191,premium,24.99,2025-01-08,NULL,active,NULL,credit_card
1487426,8659791,free,0.00,2024-08-29,NULL,active,NULL,NULL
1487779,1686268,free,0.00,2024-09-13,NULL,active,NULL,NULL
1488234,5330453,plus,9.99,2023-08-29,NULL,active,NULL,paypal
1492534,9069552,plus,5.00,2024-11-17,NULL,active,NULL,debit_card
1496368,2020154,plus,7.99,2024-11-08,NULL,active,NULL,debit_card
1499603,6167373,free,0.00,2024-05-12,2024-09-08,canceled,technical_issues,NULL
1499644,3186268,free,0.00,2024-03-31,NULL,active,NULL,NULL
1500420,5754619,free,0.00,2024-07-25,NULL,active,NULL,NULL
1506535,5098535,premium,19.99,2024-01-22,NULL,active,NULL,debit_card
1510877,6282591,plus,9.99,2024-10-17,2024-11-25,canceled,too_expensive,credit_card
1514524,5128784,plus,7.99,2024-01-30,NULL,active,NULL,credit_card
1514861,6116934,free,0.00,2023-11-23,2024-03-10,canceled,technical_issues,NULL
1517594,3801445,free,0.00,2025-01-16,NULL,active,NULL,NULL
1528152,8917596,free,0.00,2024-06-21,2025-05-29,canceled,switched_competitor,NULL
1528633,4437172,free,0.00,2023-05-21,NULL,active,NULL,NULL
1533069,7129026,free,0.00,2025-01-07,NULL,active,NULL,NULL
1533790,6354342,plus,9.99,2024-03-08,NULL,active,NULL,credit_card
1536278,1019675,plus,7.99,2024-06-13,NULL,active,NULL,credit_card
1546036,8451062,plus,9.99,2024-05-08,NULL,active,NULL,debit_card
1550376,1475147,plus,7.99,2024-06-06,NULL,active,NULL,debit_card
1558228,5926203,premium,24.99,2023-08-01,2024-02-14,canceled,too_expensive,paypal
1565599,8534504,plus,9.99,2024-04-30,2024-09-25,canceled,too_expensive,credit_card
1570432,9791765,plus,9.99,2023-12-02,NULL,active,NULL,credit_card
1580149,2901740,free,0.00,2024-07-10,NULL,active,NULL,NULL
1580204,7194868,premium,12.50,2024-08-13,NULL,active,NULL,paypal
1580255,2935772,free,0.00,2024-06-25,2025-01-18,canceled,no_longer_needed,NULL
1582965,1308623,plus,7.99,2024-08-01,NULL,active,NULL,paypal
1583697,8496110,plus,9.99,2024-06-10,NULL,active,NULL,paypal
1587407,3148815,plus,9.99,2024-04-18,NULL,active,NULL,credit_card
1596024,2730085,premium,12.50,2023-04-23,NULL,active,NULL,credit_card
1603365,2748982,premium,12.50,2024-12-31,2025-05-16,canceled,no_longer_needed,debit_card
1604070,1842329,premium,24.99,2024-03-07,NULL,active,NULL,credit_card
1618385,3185454,free,0.00,2024-02-18,NULL,active,NULL,NULL
1622771,6860616,free,0.00,2023-05-29,NULL,active,NULL,NULL
1624876,2110389,plus,5.00,2024-11-08,NULL,active,NULL,paypal
1634360,3179441,plus,9.99,2024-11-18,NULL,active,NULL,credit_card
1634842,4300874,plus,9.99,2024-12-20,NULL,past_due,NULL,paypal
1643596,5195031,plus,9.99,2025-01-10,NULL,active,NULL,credit_card
1645118,3842894,free,0.00,2023-10-04,NULL,active,NULL,NULL
1654134,2545288,plus,9.99,2024-05-27,NULL,active,NULL,paypal
1658057,5261946,plus,9.99,2024-10-14,NULL,active,NULL,debit_card
1674137,5191896,free,0.00,2024-05-10,NULL,active,NULL,NULL
1679609,4099555,free,0.00,2024-10-12,2025-08-19,canceled,technical_issues,NULL
1683685,5180656,premium,24.99,2023-10-04,NULL,active,NULL,debit_card
1683980,5447395,premium,12.50,2023-09-10,NULL,active,NULL,credit_card
1687078,1499964,plus,5.00,2023-09-18,NULL,active,NULL,credit_card
1692930,6049425,plus,9.99,2024-07-15,NULL,active,NULL,ach_transfer
1701156,6312399,premium,24.99,2023-10-17,NULL,active,NULL,ach_transfer
1721093,7778519,premium,24.99,2024-07-07,NULL,active,NULL,debit_card
1727946,8313861,plus,7.99,2024-09-16,NULL,active,NULL,credit_card
1730804,1052066,premium,24.99,2024-08-29,NULL,active,NULL,ach_transfer
1743835,2768407,plus,9.99,2024-12-02,2025-11-16,canceled,technical_issues,credit_card
1750422,3889190,plus,9.99,2024-08-30,2024-09-24,canceled,too_expensive,ach_transfer
1753649,6758851,plus,7.99,2023-10-17,NULL,active,NULL,paypal
1755242,4360011,plus,5.00,2025-01-11,NULL,active,NULL,credit_card
1756521,4970001,plus,7.99,2024-04-10,NULL,active,NULL,paypal
1761672,8983939,plus,9.99,2024-11-14,NULL,active,NULL,ach_transfer
1762781,6511934,plus,7.99,2025-01-06,NULL,active,NULL,debit_card
1764499,4311149,premium,12.50,2024-03-05,NULL,active,NULL,credit_card
1773603,9437712,plus,9.99,2023-06-02,2024-05-17,canceled,technical_issues,debit_card
1776781,3754036,premium,24.99,2023-11-20,NULL,active,NULL,ach_transfer
1786091,9768201,plus,5.00,2024-07-23,NULL,active,NULL,ach_transfer
1797626,1859734,free,0.00,2024-05-30,NULL,active,NULL,NULL
1804288,8683647,free,0.00,2023-06-16,NULL,active,NULL,NULL
1805156,5912301,free,0.00,2024-09-07,2025-05-17,canceled,no_longer_needed,NULL
1806369,6193595,premium,24.99,2025-01-01,NULL,active,NULL,credit_card
1809487,4277560,premium,19.99,2024-11-02,NULL,active,NULL,debit_card
1809713,2085610,plus,9.99,2024-05-06,NULL,past_due,NULL,paypal
1813802,1593975,premium,24.99,2024-11-29,NULL,active,NULL,ach_transfer
1835861,5289361,premium,24.99,2024-12-23,NULL,active,NULL,credit_card
1837123,9798834,premium,24.99,2023-09-10,NULL,active,NULL,ach_transfer
1844116,6895725,free,0.00,2024-05-01,NULL,active,NULL,NULL
1847003,8089109,premium,24.99,2023-08-17,NULL,active,NULL,credit_card
1871344,1924993,plus,5.00,2025-01-04,NULL,active,NULL,credit_card
1883262,3426105,premium,24.99,2024-11-05,NULL,active,NULL,debit_card
1886487,5050230,plus,9.99,2024-04-20,NULL,active,NULL,credit_card
1889414,8177545,premium,24.99,2023-07-30,NULL,active,NULL,debit_card
1896836,4232452,plus,7.99,2024-05-15,2025-01-19,canceled,missing_features,ach_transfer
1899775,2707017,free,0.00,2023-10-26,NULL,active,NULL,NULL
1904869,6425838,free,0.00,2024-06-22,NULL,active,NULL,NULL
1908633,2718224,premium,12.50,2024-12-31,2025-04-21,canceled,poor_support,ach_transfer
1910740,4324664,plus,5.00,2024-03-30,2024-07-02,canceled,no_longer_needed,credit_card
1917250,5411054,free,0.00,2024-11-20,NULL,active,NULL,NULL
1917740,8336302,plus,9.99,2024-06-19,NULL,active,NULL,debit_card
1918687,2518560,free,0.00,2024-11-24,NULL,active,NULL,NULL
1920873,1603151,premium,12.50,2024-06-21,NULL,active,NULL,debit_card
1924425,2675843,plus,9.99,2024-10-12,NULL,active,NULL,ach_transfer
1924929,5240012,free,0.00,2024-05-17,NULL,active,NULL,NULL
1925273,3115226,plus,9.99,2024-12-20,NULL,active,NULL,debit_card
1926630,3333647,premium,24.99,2024-10-21,NULL,active,NULL,debit_card
1926646,3989475,free,0.00,2023-11-13,NULL,active,NULL,NULL
1929222,9634012,premium,24.99,2024-02-22,NULL,active,NULL,credit_card
1930740,5464344,free,0.00,2024-09-19,NULL,active,NULL,NULL
1933021,3468665,plus,9.99,2024-12-28,NULL,active,NULL,ach_transfer
1936900,9167197,plus,9.99,2024-01-06,NULL,past_due,NULL,credit_card
1937038,3402114,plus,5.00,2024-07-20,NULL,active,NULL,ach_transfer
1945249,3336798,free,0.00,2024-02-02,2024-07-30,canceled,no_longer_needed,NULL
1946713,8734102,plus,9.99,2023-06-12,NULL,active,NULL,ach_transfer
1955171,2807254,premium,19.99,2024-05-17,NULL,past_due,NULL,credit_card
1962388,9639483,free,0.00,2024-09-08,NULL,active,NULL,NULL
1970009,7501211,plus,7.99,2023-07-27,NULL,active,NULL,debit_card
1976100,6910494,premium,24.99,2023-11-16,NULL,active,NULL,debit_card
1977164,1095028,premium,24.99,2024-07-13,NULL,active,NULL,paypal
1992978,7999244,premium,24.99,2024-06-13,2025-06-21,canceled,no_longer_needed,credit_card
1993404,6761703,plus,9.99,2024-09-24,NULL,active,NULL,ach_transfer
1993802,8537330,free,0.00,2024-06-06,NULL,active,NULL,NULL
2000337,5299376,plus,9.99,2024-08-18,NULL,active,NULL,credit_card
2001959,9454364,plus,9.99,2024-07-24,NULL,active,NULL,credit_card
2003463,2432672,free,0.00,2024-08-14,NULL,active,NULL,NULL
2003618,8104627,free,0.00,2024-07-16,2025-06-24,canceled,missing_features,NULL
2013785,7841023,free,0.00,2023-09-07,NULL,active,NULL,NULL
2019875,8724578,free,0.00,2024-03-27,NULL,active,NULL,NULL
2020261,6077198,plus,7.99,2023-12-04,NULL,active,NULL,debit_card
2025597,4196340,free,0.00,2023-10-25,2024-02-17,canceled,too_expensive,NULL
2026783,2183493,premium,12.50,2024-10-06,NULL,active,NULL,debit_card
2029363,4355000,free,0.00,2024-05-22,NULL,active,NULL,NULL
2040489,9415414,free,0.00,2023-08-31,2023-12-17,canceled,technical_issues,NULL
2041974,7604168,premium,24.99,2024-03-12,NULL,active,NULL,paypal
2043658,5566701,free,0.00,2024-02-18,NULL,active,NULL,NULL
2044278,1676296,free,0.00,2024-04-13,NULL,active,NULL,NULL
2048171,2820908,plus,9.99,2024-12-08,NULL,active,NULL,ach_transfer
2056888,5024733,plus,7.99,2024-09-19,NULL,active,NULL,credit_card
2069947,5855920,plus,9.99,2024-05-10,NULL,active,NULL,credit_card
2074910,7147401,free,0.00,2024-08-24,NULL,past_due,NULL,NULL
2084199,9131526,free,0.00,2024-07-10,NULL,active,NULL,NULL
2085056,1838003,plus,9.99,2024-08-16,NULL,active,NULL,paypal
2085717,6600068,plus,9.99,2024-12-15,2025-03-23,canceled,technical_issues,credit_card
2090025,8110953,premium,24.99,2024-08-09,NULL,active,NULL,debit_card
2098907,6417755,plus,9.99,2024-08-19,2025-09-02,canceled,missing_features,debit_card
2100120,1194152,plus,9.99,2023-02-13,NULL,active,NULL,credit_card
2105873,5381932,free,0.00,2024-11-15,NULL,active,NULL,NULL
2108079,9874365,premium,12.50,2024-12-16,2025-01-16,canceled,missing_features,ach_transfer
2122834,7193956,plus,9.99,2024-11-26,NULL,active,NULL,ach_transfer
2124800,2965730,free,0.00,2023-12-09,NULL,active,NULL,NULL
2126388,4891113,plus,5.00,2023-09-12,NULL,active,NULL,paypal
2126428,8955229,plus,9.99,2024-08-01,NULL,active,NULL,credit_card
2126564,7810805,premium,19.99,2024-09-23,NULL,active,NULL,debit_card
2146241,3800174,premium,19.99,2024-12-12,2025-02-22,canceled,switched_competitor,credit_card
2146971,5450252,plus,9.99,2024-06-08,NULL,past_due,NULL,debit_card
2157485,3062624,free,0.00,2025-01-18,NULL,active,NULL,NULL
2159399,8139608,plus,9.99,2024-05-04,NULL,active,NULL,paypal
2165753,8732605,free,0.00,2024-01-01,2024-02-16,canceled,no_longer_needed,NULL
2176495,9953038,plus,9.99,2023-12-18,2024-06-26,canceled,too_expensive,credit_card
2182820,7989875,premium,24.99,2024-01-31,NULL,active,NULL,credit_card
2184106,2702159,plus,5.00,2023-10-18,NULL,active,NULL,credit_card
2196644,7784672,free,0.00,2023-12-25,2024-05-06,canceled,poor_support,NULL
2199922,7115762,free,0.00,2024-01-05,NULL,active,NULL,NULL
2203509,5601318,free,0.00,2023-07-27,2024-05-08,canceled,no_longer_needed,NULL
2203521,2750740,plus,9.99,2023-07-28,NULL,active,NULL,credit_card
2206298,3319049,premium,24.99,2024-02-06,NULL,active,NULL,credit_card
2210247,4102641,premium,24.99,2025-01-05,NULL,active,NULL,debit_card
2212567,3812789,premium,24.99,2024-02-11,NULL,active,NULL,debit_card
2214324,3250397,plus,9.99,2024-06-04,NULL,active,NULL,debit_card
2222863,9843026,free,0.00,2024-09-07,NULL,active,NULL,NULL
2257568,2861663,free,0.00,2024-04-02,2024-11-06,canceled,switched_competitor,NULL
2263993,9976766,plus,5.00,2024-11-12,NULL,active,NULL,credit_card
2270002,6796260,free,0.00,2024-09-09,2025-08-16,canceled,missing_features,NULL
2274478,6277420,free,0.00,2024-12-03,NULL,active,NULL,NULL
2276000,8727160,premium,12.50,2023-06-18,NULL,active,NULL,credit_card
2283176,7662314,plus,5.00,2025-01-14,NULL,active,NULL,debit_card
2284067,3088618,plus,9.99,2024-03-18,NULL,past_due,NULL,paypal
2292309,8102983,free,0.00,2024-12-06,2025-04-13,canceled,technical_issues,NULL
2293977,6720673,plus,9.99,2024-08-11,NULL,active,NULL,ach_transfer
2294318,7086368,premium,12.50,2024-10-01,NULL,active,NULL,ach_transfer
2318826,7445860,premium,19.99,2024-08-22,NULL,active,NULL,credit_card
2329157,9053048,plus,9.99,2024-01-24,NULL,active,NULL,debit_card
2329525,5913478,premium,24.99,2024-03-03,NULL,active,NULL,credit_card
2333282,5449399,premium,24.99,2023-10-19,NULL,active,NULL,credit_card
2333551,2930440,premium,24.99,2023-12-29,NULL,active,NULL,paypal
2344531,3597979,plus,9.99,2023-10-28,NULL,active,NULL,credit_card
2360891,4875416,plus,9.99,2024-10-07,NULL,active,NULL,debit_card
2369998,7707432,premium,12.50,2024-09-11,2025-02-21,canceled,switched_competitor,ach_transfer
