user_id,signup_date,acquisition_channel,device_type,country,age,occupation,referral_source,marketing_campaign_id
1059778,2024-11-08,affiliate,ios,Brazil,28,Accountant,NULL,221958
1061087,2024-03-06,organic,ios,Germany,21,Unemployed,NULL,NULL
1061264,2024-04-09,affiliate,web,"United Kingdom",34,"Marketing Manager",NULL,291335
1063014,2023-11-27,paid_search,android,Germany,23,Retired,NULL,621430
1064323,2024-09-21,social,web,Mexico,36,Student,NULL,465838
1065867,2024-07-03,organic,ios,Germany,28,"Software Engineer",NULL,NULL
1066150,2024-07-27,organic,web,Canada,38,"Small Business Owner",NULL,NULL
1067661,2024-02-08,organic,ios,"United States",32,Freelancer,NULL,NULL
1069518,2024-10-30,referral,ios,Mexico,40,"Software Engineer","Partner App",NULL
1070463,2023-02-16,paid_search,ios,"United States",18,Freelancer,NULL,237337
1070640,2024-11-27,social,ios,Australia,25,Student,NULL,465838
1071295,2024-05-12,organic,ios,"United States",39,"Software Engineer",NULL,NULL
1074231,2024-12-28,organic,web,"United States",18,Consultant,NULL,NULL
1074804,2024-01-10,organic,android,Brazil,22,Teacher,NULL,999159
1075388,2024-05-31,organic,android,Australia,26,Nurse,NULL,429365
1076218,2024-08-20,organic,web,Canada,23,"Sales Rep",NULL,NULL
1077175,2024-11-06,social,web,Germany,35,Consultant,NULL,378167
1078840,2024-01-09,paid_search,android,"United States",35,"Marketing Manager",NULL,818315
1078947,2024-12-27,affiliate,web,Canada,34,"Sales Rep",NULL,275203
1081171,2024-03-08,organic,ios,Mexico,46,Accountant,NULL,NULL
1082409,2024-06-30,affiliate,ios,Canada,50,Retired,NULL,275203
1085166,2024-04-02,social,web,"United States",18,"Small Business Owner",NULL,378167
1085395,2024-02-22,organic,ios,Canada,29,Consultant,NULL,429365
1088780,2023-09-13,social,web,Nigeria,34,Consultant,NULL,465838
1089743,2023-10-28,organic,web,"United States",40,Consultant,NULL,NULL
1090093,2024-06-09,organic,android,"United States",38,Accountant,NULL,NULL
1091006,2024-08-25,paid_search,web,"United States",48,Student,NULL,154886
1091656,2024-01-27,paid_search,ios,Nigeria,42,Freelancer,NULL,771155
1092036,2023-03-07,social,web,"United States",41,"Sales Rep",NULL,465838
1092091,2024-02-05,organic,web,Mexico,33,Consultant,NULL,NULL
1092193,2024-11-18,affiliate,web,"United States",40,Teacher,NULL,887201
1093246,2024-09-06,paid_search,web,"United States",36,"Software Engineer",NULL,237337
1095028,2024-07-11,organic,android,"United States",44,Student,NULL,429365
1095556,2024-04-02,organic,android,"United States",41,Consultant,NULL,NULL
1100734,2024-06-23,affiliate,ios,"United States",22,"Marketing Manager",NULL,887201
1101894,2023-12-02,social,android,"United States",27,Consultant,NULL,465838
1104195,2024-08-20,organic,web,Brazil,30,"Sales Rep",NULL,429365
1109556,2024-06-23,organic,web,"United States",23,"Small Business Owner",NULL,429365
1110078,2023-06-11,affiliate,android,Mexico,19,Accountant,NULL,231932
1110957,2024-03-29,affiliate,ios,India,36,Teacher,NULL,210268
1112036,2023-04-25,referral,ios,"United States",18,Consultant,"Partner App",NULL
1112935,2024-01-26,affiliate,web,"United States",44,"Software Engineer",NULL,887201
1113936,2024-01-26,paid_search,web,"United States",19,Nurse,NULL,818315
1114560,2023-10-07,affiliate,ios,"United States",38,"Marketing Manager",NULL,744167
1116220,2024-01-03,organic,ios,India,31,"Sales Rep",NULL,NULL
1116381,2024-09-04,organic,ios,"United States",31,"Software Engineer",NULL,NULL
1116739,2024-08-24,referral,ios,"United Kingdom",56,Student,"Community Forum",NULL
1116841,2024-11-12,organic,ios,"United States",34,"Small Business Owner",NULL,999159
1116908,2023-11-05,organic,ios,Germany,43,"Small Business Owner",NULL,NULL
1117369,2023-08-06,referral,ios,"United States",30,Teacher,"Community Forum",NULL
1117408,2024-07-27,paid_search,ios,"United States",25,"Small Business Owner",NULL,154886
1118033,2024-10-06,paid_search,ios,India,21,Nurse,NULL,621430
1118581,2024-09-14,paid_search,android,India,43,Nurse,NULL,818315
1118834,2024-05-02,paid_search,android,Philippines,32,"Software Engineer",NULL,154886
1121937,2024-09-09,referral,ios,Nigeria,18,Accountant,"Partner App",NULL
1122019,2024-02-20,social,web,Philippines,52,Teacher,NULL,378167
1122026,2024-09-21,paid_search,ios,India,61,Consultant,NULL,164820
1124932,2023-10-21,paid_search,web,"United States",38,Student,NULL,818315
1125355,2023-03-10,organic,ios,India,35,Retired,NULL,NULL
1125438,2024-07-19,paid_search,android,Brazil,29,Retired,NULL,187498
1125851,2023-04-02,paid_search,web,Mexico,44,Retired,NULL,164820
1126202,2024-07-02,organic,ios,Mexico,53,Unemployed,NULL,429365
1130334,2024-02-05,organic,android,"United Kingdom",24,Teacher,NULL,NULL
1131562,2024-12-28,organic,ios,"United States",41,"Small Business Owner",NULL,429365
1131936,2023-09-08,paid_search,web,"United States",47,Nurse,NULL,154886
1134055,2024-08-02,organic,ios,Germany,44,Accountant,NULL,NULL
1134445,2024-11-17,organic,android,India,22,"Marketing Manager",NULL,NULL
1135370,2024-04-18,organic,web,India,26,Unemployed,NULL,NULL
1136645,2024-02-05,organic,ios,India,39,Student,NULL,NULL
1137686,2024-08-22,organic,web,Germany,29,Unemployed,NULL,NULL
1137799,2024-09-20,organic,ios,"United States",31,"Small Business Owner",NULL,NULL
1138925,2023-03-15,affiliate,android,Australia,48,"Marketing Manager",NULL,231932
1139133,2023-08-30,affiliate,ios,Nigeria,34,Retired,NULL,231932
1139565,2024-05-18,affiliate,android,"United States",57,"Marketing Manager",NULL,832180
1142157,2023-09-21,affiliate,web,Brazil,38,Accountant,NULL,887201
1142980,2024-11-19,organic,ios,"United Kingdom",33,Student,NULL,NULL
1143704,2024-08-21,organic,android,Canada,39,"Small Business Owner",NULL,NULL
1144356,2024-06-29,organic,web,Australia,31,Teacher,NULL,NULL
1144375,2023-08-02,paid_search,web,"United States",33,"Software Engineer",NULL,818315
1144454,2024-07-02,affiliate,android,India,18,Retired,NULL,210268
1144771,2023-11-07,paid_search,android,Germany,40,Unemployed,NULL,141090
1145693,2024-09-11,paid_search,web,"United States",39,Teacher,NULL,237337
1147745,2024-05-08,affiliate,web,"United States",34,Freelancer,NULL,832180
1148178,2024-12-28,paid_search,ios,"United States",39,Nurse,NULL,421879
1148469,2024-10-07,paid_search,ios,Canada,30,Student,NULL,237337
1150653,2024-04-22,organic,ios,"United States",37,Nurse,NULL,NULL
1152999,2024-04-25,organic,android,Canada,30,Teacher,NULL,NULL
1154692,2024-07-02,affiliate,web,"United States",48,Nurse,NULL,275203
1157164,2023-09-12,referral,android,"United States",34,Consultant,"Partner App",NULL
1158253,2024-06-09,affiliate,android,"United States",38,Teacher,NULL,221958
1158998,2024-07-16,organic,web,"United States",43,"Software Engineer",NULL,NULL
1160775,2023-07-24,paid_search,ios,"United States",57,Unemployed,NULL,359178
1161297,2024-11-23,affiliate,ios,"United Kingdom",39,"Marketing Manager",NULL,221958
1161445,2024-06-07,affiliate,ios,"United States",48,Consultant,NULL,210268
1163944,2024-03-19,social,web,"United States",31,"Marketing Manager",NULL,465838
1164053,2024-12-15,paid_search,android,Germany,44,Accountant,NULL,154886
1164074,2024-03-30,paid_search,android,India,47,Consultant,NULL,359178
1166991,2024-06-12,affiliate,web,Germany,18,Nurse,NULL,231932
1171236,2024-12-08,organic,web,"United States",18,"Small Business Owner",NULL,NULL
1171277,2024-12-30,social,web,India,20,Teacher,NULL,465838
1174001,2023-10-26,organic,ios,"United States",29,Teacher,NULL,NULL
1174588,2023-08-23,social,ios,Philippines,44,Retired,NULL,378167
1175211,2024-12-23,referral,android,India,49,"Software Engineer","Existing Customer",NULL
1176355,2024-09-30,social,android,Brazil,34,Accountant,NULL,465838
1176615,2024-05-02,affiliate,android,Canada,23,Teacher,NULL,221958
1177216,2024-11-23,social,web,Germany,32,Teacher,NULL,378167
1177476,2024-06-25,paid_search,web,"United States",27,"Software Engineer",NULL,237337
1179001,2024-01-24,organic,web,Canada,43,"Sales Rep",NULL,NULL
1181360,2023-07-25,social,web,Philippines,18,Unemployed,NULL,378167
1183062,2024-02-08,paid_search,ios,Brazil,37,Unemployed,NULL,154886
1184514,2023-08-18,affiliate,android,"United States",39,"Software Engineer",NULL,275203
1187771,2023-04-07,paid_search,ios,Mexico,28,"Marketing Manager",NULL,771155
1189073,2024-08-31,paid_search,android,India,24,"Sales Rep",NULL,771155
1190285,2024-11-24,organic,android,"United Kingdom",27,Teacher,NULL,NULL
1191387,2024-09-13,affiliate,ios,Australia,23,Student,NULL,275203
1192458,2024-12-10,organic,ios,Canada,52,Consultant,NULL,429365
1192512,2023-12-13,social,web,"United Kingdom",33,Freelancer,NULL,378167
1194152,2023-02-12,organic,android,Canada,38,"Software Engineer",NULL,NULL
1195246,2023-08-30,organic,android,India,35,Nurse,NULL,NULL
1196211,2024-06-06,affiliate,web,"United Kingdom",33,Unemployed,NULL,231932
1197775,2024-09-04,social,ios,"United States",61,Teacher,NULL,378167
1198110,2024-04-13,affiliate,android,India,30,"Software Engineer",NULL,887201
1199542,2024-09-13,organic,android,Canada,31,Freelancer,NULL,NULL
1206487,2024-07-19,paid_search,ios,Mexico,18,"Marketing Manager",NULL,359178
1207580,2024-01-14,paid_search,android,"United States",25,Accountant,NULL,359178
1208944,2024-02-09,affiliate,ios,Mexico,26,Retired,NULL,210268
1209720,2024-07-18,organic,web,"United States",40,"Sales Rep",NULL,NULL
1211463,2023-12-07,organic,android,"United States",29,Student,NULL,999159
1211830,2024-09-20,organic,ios,Mexico,19,"Sales Rep",NULL,429365
1212204,2024-10-14,paid_search,ios,"United States",28,"Software Engineer",NULL,141090
1212803,2024-07-20,organic,ios,"United States",30,Student,NULL,NULL
1213299,2024-03-13,affiliate,web,"United States",39,Consultant,NULL,210268
1213968,2024-11-28,organic,ios,"United Kingdom",36,"Marketing Manager",NULL,NULL
1217314,2024-07-24,affiliate,ios,Australia,28,Accountant,NULL,887201
1217770,2024-06-05,social,ios,Germany,31,Accountant,NULL,378167
1218547,2024-12-20,organic,ios,"United States",57,Accountant,NULL,NULL
1220326,2024-11-06,paid_search,android,"United States",39,"Small Business Owner",NULL,164820
1221421,2024-02-02,affiliate,android,Germany,48,Freelancer,NULL,221958
1221552,2024-01-21,affiliate,web,Canada,18,Teacher,NULL,832180
1224695,2023-11-10,organic,web,Philippines,18,"Marketing Manager",NULL,NULL
1225049,2023-12-29,social,web,"United States",29,Student,NULL,378167
1225281,2024-11-27,social,ios,"United States",37,"Software Engineer",NULL,378167
1225391,2024-03-10,affiliate,ios,India,45,Student,NULL,291335
1226256,2024-11-28,organic,ios,India,39,Accountant,NULL,NULL
1230596,2024-05-29,paid_search,web,India,29,Consultant,NULL,141090
1231414,2024-01-24,referral,android,"United States",30,Retired,Employee,NULL
1233462,2024-08-28,social,android,"United States",53,Student,NULL,465838
1233782,2023-12-05,paid_search,web,Canada,37,Nurse,NULL,421879
1234000,2024-04-25,affiliate,ios,"United States",40,"Marketing Manager",NULL,744167
1234898,2024-04-02,social,ios,"United States",36,Retired,NULL,378167
1236824,2024-01-24,social,web,Australia,37,Freelancer,NULL,465838
1237068,2024-04-12,affiliate,web,Australia,30,Accountant,NULL,231932
1237199,2024-08-01,organic,web,"United States",42,"Marketing Manager",NULL,NULL
1238366,2024-03-12,affiliate,ios,"United States",28,Accountant,NULL,832180
1239017,2024-09-09,referral,ios,"United States",58,Consultant,"Community Forum",NULL
1239608,2024-10-22,organic,android,Germany,38,"Sales Rep",NULL,NULL
1239647,2024-10-11,social,ios,"United States",51,Accountant,NULL,378167
1239779,2023-12-17,social,web,Philippines,20,"Software Engineer",NULL,465838
1239968,2024-11-20,organic,android,"United States",26,Consultant,NULL,NULL
1240346,2024-08-24,organic,web,India,35,Teacher,NULL,NULL
1243877,2024-05-16,organic,web,Nigeria,51,Student,NULL,NULL
1244761,2024-07-01,affiliate,android,"United States",45,"Software Engineer",NULL,275203
1245144,2023-08-17,paid_search,ios,"United States",48,Student,NULL,818315
1245300,2024-11-03,organic,ios,"United Kingdom",38,Consultant,NULL,NULL
1246889,2024-04-17,paid_search,web,"United States",20,Accountant,NULL,237337
1250231,2024-07-30,paid_search,ios,Canada,47,Student,NULL,771155
1251492,2023-12-11,affiliate,ios,Germany,21,"Sales Rep",NULL,221958
1253078,2024-07-26,referral,web,"United States",34,Accountant,"Existing Customer",NULL
1254043,2023-04-27,social,android,Australia,30,Consultant,NULL,378167
1255658,2024-02-01,affiliate,web,Australia,48,Consultant,NULL,887201
1257354,2024-10-04,social,ios,Mexico,40,"Sales Rep",NULL,465838
1257681,2024-08-24,organic,ios,Brazil,18,Retired,NULL,NULL
1258517,2024-08-02,affiliate,web,"United States",51,Unemployed,NULL,221958
1259425,2024-09-05,organic,ios,"United States",32,Student,NULL,NULL
1260102,2023-10-03,social,web,"United States",59,Consultant,NULL,378167
1260116,2023-12-27,paid_search,web,Mexico,41,Freelancer,NULL,187498
1261420,2024-07-10,referral,android,"United States",35,Student,"Community Forum",NULL
1262199,2024-07-12,social,web,"United Kingdom",31,Accountant,NULL,465838
1264237,2024-12-23,affiliate,android,"United States",39,Freelancer,NULL,275203
1264500,2024-02-27,affiliate,android,"United States",42,Consultant,NULL,887201
1265033,2024-01-16,paid_search,web,"United States",38,"Sales Rep",NULL,187498
1265039,2024-12-08,affiliate,web,Mexico,30,Unemployed,NULL,291335
1268116,2023-10-04,organic,android,Canada,43,Unemployed,NULL,NULL
1268449,2023-12-23,organic,web,Australia,24,Unemployed,NULL,NULL
1268602,2024-02-09,social,web,"United States",55,Unemployed,NULL,465838
1270001,2024-10-06,organic,web,"United States",43,Retired,NULL,NULL
1272544,2024-07-19,social,web,"United States",24,"Sales Rep",NULL,465838
1273146,2023-07-15,organic,ios,India,53,Nurse,NULL,NULL
1273452,2023-09-10,social,android,"United States",46,"Marketing Manager",NULL,378167
1274535,2024-07-06,paid_search,web,"United States",54,Student,NULL,141090
1277834,2024-07-21,organic,web,"United States",25,Accountant,NULL,NULL
1278495,2024-11-01,social,android,"United States",25,"Marketing Manager",NULL,378167
1279215,2023-12-13,paid_search,android,"United States",38,Teacher,NULL,359178
1281854,2023-04-07,paid_search,android,Philippines,30,Student,NULL,164820
1282140,2024-12-17,paid_search,web,Australia,48,Retired,NULL,164820
1285622,2024-12-21,referral,android,Germany,45,Teacher,"Existing Customer",NULL
1285711,2024-05-11,social,ios,"United States",40,Teacher,NULL,378167
1287635,2024-10-11,paid_search,android,"United States",25,Student,NULL,237337
1288790,2024-12-25,organic,ios,"United States",37,Retired,NULL,429365
1288859,2023-08-19,affiliate,android,"United States",53,Retired,NULL,744167
1289102,2024-08-03,organic,android,"United States",23,Teacher,NULL,999159
1289134,2023-09-21,affiliate,web,"United Kingdom",32,"Software Engineer",NULL,210268
1290998,2023-07-18,social,web,Brazil,44,Student,NULL,465838
1291464,2024-02-24,organic,android,"United States",24,"Sales Rep",NULL,NULL
1292007,2024-12-15,organic,web,"United Kingdom",33,Freelancer,NULL,999159
1292575,2024-07-19,affiliate,web,"United Kingdom",18,Student,NULL,832180
1294358,2024-07-23,organic,ios,"United States",57,Freelancer,NULL,NULL
1294746,2023-10-22,organic,web,"United States",18,Freelancer,NULL,NULL
1295599,2023-08-15,organic,android,Germany,34,Retired,NULL,NULL
1295866,2024-09-23,organic,android,Australia,33,"Small Business Owner",NULL,NULL
1296063,2023-11-29,organic,ios,Mexico,21,Teacher,NULL,NULL
1296412,2024-08-07,affiliate,web,"United States",30,Student,NULL,744167
1297542,2024-09-17,social,ios,Germany,30,Student,NULL,465838
1297584,2024-03-21,organic,ios,Philippines,25,"Marketing Manager",NULL,NULL
1297883,2023-05-09,organic,ios,"United States",34,"Marketing Manager",NULL,NULL
1298090,2024-02-07,organic,ios,Australia,20,Retired,NULL,NULL
1298783,2024-12-14,organic,web,"United Kingdom",30,"Software Engineer",NULL,NULL
1299189,2024-01-26,paid_search,web,Germany,37,Teacher,NULL,154886
1300406,2024-11-02,organic,ios,"United States",39,"Marketing Manager",NULL,NULL
1302186,2024-03-19,social,ios,Canada,30,Nurse,NULL,378167
1303446,2024-01-13,social,web,"United States",36,"Small Business Owner",NULL,465838
1304543,2024-06-20,organic,web,"United States",26,Teacher,NULL,NULL
1308617,2024-03-01,organic,web,"United States",29,"Software Engineer",NULL,NULL
1308623,2024-07-19,organic,ios,"United States",52,Accountant,NULL,NULL
1309963,2024-01-30,paid_search,web,"United States",23,Consultant,NULL,164820
1310375,2024-07-22,organic,android,Germany,22,Retired,NULL,NULL
1311385,2024-02-14,affiliate,android,Canada,32,"Marketing Manager",NULL,231932
1311955,2023-08-23,organic,web,Australia,31,"Small Business Owner",NULL,NULL
1312023,2024-12-25,organic,ios,Canada,47,"Small Business Owner",NULL,NULL
1312579,2024-08-08,organic,ios,Germany,51,Retired,NULL,NULL
1315315,2024-07-31,social,android,"United Kingdom",42,Freelancer,NULL,465838
1317537,2023-12-13,paid_search,web,"United States",33,Freelancer,NULL,771155
1317942,2024-03-01,social,web,"United States",23,Freelancer,NULL,378167
1318408,2023-07-10,paid_search,web,"United States",30,Consultant,NULL,164820
1318774,2024-10-17,paid_search,ios,Australia,47,"Sales Rep",NULL,164820
1321199,2024-10-11,social,android,Germany,18,"Marketing Manager",NULL,378167
1322918,2023-11-12,organic,web,India,40,"Marketing Manager",NULL,NULL
1325437,2023-12-09,paid_search,ios,India,38,Teacher,NULL,359178
1326916,2024-02-26,organic,web,"United States",42,"Marketing Manager",NULL,NULL
1327359,2023-11-19,social,web,"United Kingdom",43,Teacher,NULL,465838
1328821,2023-08-06,referral,android,"United States",60,Nurse,"Existing Customer",NULL
1337164,2023-02-16,paid_search,android,Canada,33,Nurse,NULL,421879
1337283,2023-11-26,affiliate,android,"United States",30,Accountant,NULL,275203
1337462,2024-03-19,organic,ios,Germany,21,Consultant,NULL,NULL
1337913,2024-04-22,paid_search,web,Brazil,26,"Marketing Manager",NULL,359178
1341207,2023-04-28,organic,ios,India,30,"Small Business Owner",NULL,NULL
1344126,2024-08-24,paid_search,web,"United Kingdom",49,"Marketing Manager",NULL,164820
1344855,2023-10-28,affiliate,android,"United States",25,Student,NULL,275203
1345266,2023-10-06,organic,ios,"United States",38,Freelancer,NULL,NULL
1345430,2024-07-16,paid_search,ios,"United Kingdom",19,Accountant,NULL,164820
1350067,2023-09-07,social,ios,Australia,22,Student,NULL,378167
1353153,2024-11-30,social,ios,"United States",44,Retired,NULL,378167
1353791,2024-11-22,affiliate,ios,"United States",31,Unemployed,NULL,887201
1358062,2024-12-05,paid_search,ios,"United States",39,Student,NULL,771155
1359281,2024-02-13,organic,android,Mexico,24,Consultant,NULL,NULL
1360306,2024-01-23,organic,web,Nigeria,29,"Sales Rep",NULL,NULL
1364446,2024-06-11,affiliate,ios,"United States",18,"Small Business Owner",NULL,275203
1368893,2024-10-27,affiliate,ios,Australia,46,"Small Business Owner",NULL,832180
1371616,2024-01-23,social,ios,"United States",20,Nurse,NULL,378167
1375233,2024-07-03,affiliate,ios,Canada,33,Consultant,NULL,231932
1376794,2024-10-30,organic,web,Brazil,18,Retired,NULL,429365
1377224,2024-03-29,social,ios,Germany,41,Student,NULL,378167
1378165,2024-11-18,affiliate,web,"United States",41,Unemployed,NULL,210268
1378355,2024-03-14,social,android,"United States",39,Freelancer,NULL,378167
1379039,2024-12-09,paid_search,web,"United States",18,"Software Engineer",NULL,237337
1380069,2024-12-14,paid_search,web,Brazil,54,Accountant,NULL,421879
1381325,2024-03-27,paid_search,android,"United Kingdom",27,Freelancer,NULL,237337
1381856,2024-08-26,organic,ios,"United States",39,"Marketing Manager",NULL,NULL
1383609,2024-12-07,organic,web,Canada,43,Nurse,NULL,NULL
1384083,2024-05-14,paid_search,web,"United States",18,Accountant,NULL,164820
1384903,2024-12-14,affiliate,web,"United States",20,Student,NULL,221958
1386354,2024-06-15,affiliate,ios,"United Kingdom",23,"Sales Rep",NULL,291335
1386594,2024-05-03,affiliate,ios,"United States",18,"Sales Rep",NULL,887201
1387405,2023-08-19,social,ios,"United States",35,"Marketing Manager",NULL,378167
1387952,2024-11-20,social,android,Canada,55,"Small Business Owner",NULL,465838
1388076,2023-12-30,paid_search,web,"United Kingdom",36,Freelancer,NULL,237337
1388742,2024-12-01,organic,ios,"United Kingdom",19,Unemployed,NULL,NULL
1390719,2023-05-30,referral,android,India,30,"Small Business Owner","Partner App",NULL
1391670,2024-12-21,organic,android,"United States",44,Student,NULL,NULL
1393186,2024-05-07,paid_search,web,Germany,43,Student,NULL,771155
1397595,2024-03-12,referral,web,"United States",25,Nurse,"Community Forum",NULL
1397710,2024-04-07,organic,ios,India,26,"Software Engineer",NULL,NULL
1397891,2024-12-16,paid_search,web,Brazil,28,Student,NULL,421879
1398008,2024-06-19,paid_search,ios,India,42,"Software Engineer",NULL,237337
1398422,2024-09-11,paid_search,web,"United States",25,Accountant,NULL,771155
1398825,2024-10-12,organic,android,Germany,35,Freelancer,NULL,429365
1401067,2023-03-14,affiliate,ios,Mexico,26,Student,NULL,231932
1401072,2024-10-05,social,ios,Canada,39,Retired,NULL,378167
1402690,2023-09-07,affiliate,ios,"United States",38,Consultant,NULL,291335
1402732,2024-11-11,social,ios,Mexico,31,"Marketing Manager",NULL,378167
1402980,2024-09-25,paid_search,ios,Canada,30,"Small Business Owner",NULL,621430
1403119,2023-10-18,paid_search,web,"United Kingdom",29,Accountant,NULL,187498
1403322,2024-07-12,affiliate,ios,"United States",33,"Software Engineer",NULL,291335
1404470,2024-04-04,social,web,"United States",52,"Small Business Owner",NULL,378167
1404911,2023-07-29,affiliate,web,Canada,18,"Sales Rep",NULL,744167
1406547,2023-05-05,paid_search,web,"United States",42,"Software Engineer",NULL,359178
1407974,2023-12-05,paid_search,ios,"United States",31,"Software Engineer",NULL,359178
1414994,2023-08-24,paid_search,android,Germany,33,Nurse,NULL,771155
1415008,2024-05-10,affiliate,web,"United Kingdom",48,Student,NULL,291335
1416561,2023-04-03,organic,web,"United States",27,Freelancer,NULL,NULL
1416690,2024-02-08,paid_search,web,Mexico,28,Unemployed,NULL,771155
1416880,2024-05-21,paid_search,android,Brazil,18,"Small Business Owner",NULL,359178
1418829,2024-12-16,social,android,"United States",25,"Sales Rep",NULL,465838
1419503,2023-12-17,affiliate,android,"United States",25,Teacher,NULL,887201
1420888,2024-10-26,organic,web,"United States",37,"Small Business Owner",NULL,NULL
1420993,2024-04-21,paid_search,web,Canada,32,Retired,NULL,164820
1421240,2024-12-01,paid_search,android,Australia,35,"Software Engineer",NULL,771155
1421280,2023-06-25,social,android,Germany,57,Student,NULL,465838
1421655,2024-06-06,organic,web,"United Kingdom",41,Consultant,NULL,429365
1422381,2024-07-10,paid_search,ios,Germany,24,Freelancer,NULL,421879
1423570,2024-12-08,organic,ios,India,36,"Software Engineer",NULL,NULL
1424190,2024-10-02,affiliate,ios,"United States",31,"Sales Rep",NULL,210268
1424226,2024-11-23,organic,android,Germany,46,Freelancer,NULL,NULL
1424528,2024-04-17,social,android,"United Kingdom",35,Retired,NULL,378167
1426941,2024-10-07,affiliate,ios,India,28,Nurse,NULL,887201
1427244,2024-09-17,paid_search,web,Philippines,29,Unemployed,NULL,818315
1427709,2024-05-29,organic,web,"United States",44,Consultant,NULL,NULL
1428988,2024-02-21,organic,android,"United States",52,Student,NULL,NULL
1431413,2024-03-25,organic,ios,"United States",22,Teacher,NULL,NULL
1431978,2024-05-03,paid_search,android,"United States",35,Consultant,NULL,187498
1432184,2024-11-02,referral,web,"United Kingdom",42,"Software Engineer","Existing Customer",NULL
1434368,2023-12-10,organic,android,"United States",32,Teacher,NULL,NULL
1435477,2024-03-05,organic,ios,Philippines,39,"Small Business Owner",NULL,NULL
1439439,2024-11-11,paid_search,web,India,18,Nurse,NULL,187498
1441168,2024-12-11,organic,ios,"United States",46,Consultant,NULL,NULL
1441904,2023-11-03,affiliate,ios,"United States",45,Teacher,NULL,210268
1442061,2024-11-16,affiliate,web,Germany,38,Student,NULL,210268
1442939,2023-09-11,paid_search,web,Brazil,25,Consultant,NULL,771155
1443031,2023-12-01,paid_search,web,"United States",18,"Small Business Owner",NULL,164820
1443035,2024-11-24,organic,web,Brazil,30,"Software Engineer",NULL,NULL
1443945,2024-10-03,affiliate,web,"United States",27,Teacher,NULL,744167
1444191,2023-06-16,organic,android,"United States",62,Accountant,NULL,NULL
1444874,2023-12-29,social,web,India,40,"Sales Rep",NULL,465838
1445101,2024-03-02,paid_search,web,"United States",42,"Marketing Manager",NULL,141090
1447244,2023-04-14,paid_search,web,"United States",18,"Sales Rep",NULL,141090
1447628,2024-08-20,organic,ios,Canada,18,Consultant,NULL,NULL
1448345,2023-05-17,affiliate,android,Mexico,37,"Sales Rep",NULL,221958
1448934,2023-12-11,social,ios,"United States",48,"Small Business Owner",NULL,465838
1449395,2023-05-20,organic,android,"United States",40,Unemployed,NULL,NULL
