subscription_id,user_id,plan_tier,mrr,start_date,end_date,status,cancellation_reason,payment_method
3822641,6014049,premium,19.99,2023-08-28,,active,,paypal
1481374,3648191,premium,24.99,2025-01-08,,active,,credit_card
1060114,1953692,plus,9.99,2024-03-26,,past_due,,debit_card
614221,9237881,premium,24.99,2024-01-20,,past_due,,credit_card
4634099,4939625,free,0.0,2024-04-09,,active,,
4741906,9810351,free,0.0,2024-10-30,,active,,
1813802,1593975,premium,24.99,2024-11-29,,active,,ach_transfer
5847558,1908380,plus,7.99,2024-11-07,,active,switched_competitor,credit_card
5407219,1973737,free,0.0,2024-06-20,2025-02-06,canceled,technical_issues,
4295559,2471926,plus,9.99,2024-02-05,,active,,credit_card
5851952,3650503,free,0.0,2023-12-05,,active,,
2437286,3737946,plus,9.99,2023-11-11,,active,,credit_card
3021538,3714660,premium,24.99,2024-04-06,,active,,credit_card
5714524,1549656,free,0.0,2023-11-03,,active,,
3230283,4498408,premium,12.5,2024-12-17,,active,,credit_card
3737961,2790228,plus,7.99,2024-10-27,2025-07-14,canceled,technical_issues,credit_card
2369998,7707432,premium,12.5,2024-09-11,2025-02-21,canceled,switched_competitor,ach_transfer
3778629,7996746,free,0.0,2024-07-19,2024-12-28,canceled,technical_issues,
5001279,3998778,premium,19.99,2024-02-14,2024-05-17,canceled,too_expensive,paypal
3446204,4184790,plus,9.99,2024-07-23,,active,,debit_card
1886487,5050230,plus,9.99,2024-04-20,,active,,credit_card
5259365,4622138,premium,24.99,2024-04-04,2025-03-02,canceled,no_longer_needed,credit_card
834990,6347417,plus,9.99,2024-03-28,,active,,credit_card
1683980,5447395,premium,12.5,2023-09-10,,active,,credit_card
897976,8698812,plus,9.99,2024-11-09,,active,,credit_card
3040247,6111142,free,0.0,2024-07-01,,active,,
3381073,5371272,plus,5.0,2023-06-23,,active,,credit_card
1075673,9935827,plus,9.99,2024-01-21,2024-10-27,canceled,switched_competitor,ach_transfer
4170288,4456653,free,0.0,2024-11-08,,active,,
1103482,1206487,free,0.0,2024-07-27,,active,,
5006195,5945169,plus,9.99,2024-02-19,2024-05-27,canceled,technical_issues,debit_card
1910740,4324664,plus,5.0,2024-03-30,2024-07-02,canceled,no_longer_needed,credit_card
3943657,9096297,free,0.0,2023-10-20,2023-12-21,canceled,too_expensive,
5842301,7558947,free,0.0,2023-08-25,,active,,
1583697,8496110,plus,9.99,2024-06-10,,active,,paypal
2203509,5601318,free,0.0,2023-07-27,2024-05-08,canceled,no_longer_needed,
3123311,3573619,free,0.0,2024-07-17,,active,,
2025597,4196340,free,0.0,2023-10-25,2024-02-17,canceled,too_expensive,
5235248,3514719,free,0.0,2024-02-04,,past_due,,
4729469,3942609,free,0.0,2024-05-25,2024-09-04,canceled,poor_support,
2951375,7703562,plus,7.99,2024-06-19,,active,,credit_card
5005669,9147047,premium,19.99,2024-06-29,,active,,credit_card
5356474,7453877,free,0.0,2024-01-28,,active,,
5470061,4388445,free,0.0,2024-11-12,,active,,
2284067,3088618,plus,9.99,2024-03-18,,past_due,,paypal
4486050,3521279,free,0.0,2024-07-18,2025-05-04,canceled,switched_competitor,
5370453,7119922,plus,9.99,2023-06-07,,active,,ach_transfer
4979087,7869989,plus,5.0,2024-05-09,,active,,credit_card
1533790,6354342,plus,9.99,2024-03-08,,active,,credit_card
5712652,1880412,free,0.0,2024-09-25,,active,,
1993404,6761703,plus,9.99,2024-09-24,,active,,ach_transfer
4671448,7503216,free,0.0,2024-11-16,,active,,
1084093,7679155,free,0.0,2023-12-04,,active,,
4987013,7342211,free,0.0,2023-09-22,,active,,
934455,6005332,plus,7.99,2023-10-31,2024-03-22,canceled,poor_support,debit_card
3088518,8292496,premium,24.99,2023-11-27,,active,,credit_card
2916873,3710626,free,0.0,2023-07-25,,past_due,,
1157152,2195885,free,0.0,2024-02-10,,active,,
3115629,1550242,plus,9.99,2024-12-15,,active,,credit_card
1317831,9256327,premium,12.5,2023-08-12,,active,,ach_transfer
1917740,8336302,plus,9.99,2024-06-19,,active,,debit_card
2000337,5299376,plus,9.99,2024-08-18,,active,,credit_card
5993595,5228316,free,0.0,2024-05-10,,active,,
5173041,8156065,premium,12.5,2024-05-18,,active,,credit_card
3553656,4822069,free,0.0,2024-04-05,,active,,
4214446,7203690,premium,12.5,2023-09-12,,active,,credit_card
846450,5679020,free,0.0,2024-04-15,,active,,
564793,8643603,free,0.0,2024-08-13,,active,,
4531410,2116271,plus,9.99,2024-12-25,,active,,debit_card
3303994,1483455,plus,9.99,2024-12-27,,active,,credit_card
3968938,7961383,free,0.0,2024-06-18,,active,,
2452281,4600957,plus,9.99,2024-11-24,,active,,debit_card
1514861,6116934,free,0.0,2023-11-23,2024-03-10,canceled,technical_issues,
4671390,2718303,plus,9.99,2024-09-22,,active,,credit_card
5513683,3906492,plus,9.99,2024-10-03,,active,,credit_card
4470074,5985248,premium,24.99,2023-04-21,,active,,ach_transfer
1933021,3468665,plus,9.99,2024-12-28,,active,,ach_transfer
2705408,9568438,free,0.0,2024-08-16,2025-05-03,canceled,too_expensive,
4965872,8249127,free,0.0,2024-07-24,,active,,
3058718,8864394,premium,12.5,2024-08-16,,active,,credit_card
5660273,5466134,free,0.0,2025-01-04,,past_due,,
3049047,4515530,free,0.0,2023-11-27,,active,,
3220834,2151882,plus,9.99,2024-08-08,,active,,credit_card
4931076,2416953,free,0.0,2024-10-10,,active,,
2903035,4341861,plus,5.0,2024-12-19,,active,,credit_card
788018,4678621,premium,19.99,2024-04-11,,active,,debit_card
4759984,4790328,plus,9.99,2024-03-13,,active,,credit_card
4147691,2465088,plus,9.99,2024-07-17,,active,,paypal
1166651,9491485,free,0.0,2024-09-05,,active,,
5450447,4763024,free,0.0,2024-09-01,,active,,
5293852,7565792,plus,9.99,2024-04-17,2025-01-16,canceled,switched_competitor,credit_card
4473612,2076941,plus,7.99,2023-10-14,,active,,credit_card
4649434,6954075,free,0.0,2023-08-12,,active,,
1469706,6606594,free,0.0,2024-09-28,,past_due,,
2387824,2258624,premium,12.5,2024-12-11,,active,,debit_card
2126428,8955229,plus,9.99,2024-08-01,,active,,credit_card
5167766,1026505,free,0.0,2024-11-05,,active,,
3523665,7816525,free,0.0,2024-04-22,,active,,
641668,1779957,plus,9.99,2023-02-22,,active,,credit_card
4017726,1762557,plus,9.99,2023-09-03,,active,,credit_card
1488234,5330453,plus,9.99,2023-08-29,,active,,paypal
5906417,4357963,plus,9.99,2024-05-11,,active,,credit_card
2989305,7687666,plus,9.99,2024-01-21,,active,,debit_card
3777078,4039316,free,0.0,2024-05-04,,active,,
4958763,6004998,premium,24.99,2024-06-18,,active,,credit_card
1335191,2161140,premium,24.99,2024-10-10,,active,,credit_card
917305,6681635,free,0.0,2024-03-10,,active,,
2146971,5450252,plus,9.99,2024-06-08,,past_due,,debit_card
5759194,8031401,free,0.0,2024-06-02,,active,,
599149,4769484,plus,9.99,2023-03-28,2024-01-18,canceled,technical_issues,paypal
5478504,4982588,plus,9.99,2025-01-11,2025-04-24,canceled,poor_support,credit_card
5591713,7416438,premium,24.99,2024-09-14,,active,,ach_transfer
3228071,8689684,plus,5.0,2024-12-28,2025-05-04,canceled,missing_features,credit_card
4626681,6688238,plus,9.99,2024-09-18,,active,,credit_card
2222863,9843026,free,0.0,2024-09-07,,active,,
2105873,5381932,free,0.0,2024-11-15,,active,,
2435126,6390656,premium,24.99,2024-04-10,,active,,credit_card
4978841,9734352,plus,7.99,2024-02-02,,active,,credit_card
5641080,2045851,plus,9.99,2024-06-02,,past_due,,credit_card
3289177,8586725,premium,24.99,2025-01-04,,active,,credit_card
5684816,6088268,premium,12.5,2024-04-07,,active,,credit_card
1355124,3233414,plus,9.99,2023-01-26,,past_due,,credit_card
1634842,4300874,plus,9.99,2024-12-20,,past_due,,paypal
3358666,1866964,free,0.0,2023-04-22,,active,,
1687078,1499964,plus,5.0,2023-09-18,,active,,credit_card
3444135,3561913,plus,9.99,2024-03-26,,active,,ach_transfer
1283980,2554205,plus,5.0,2023-11-30,,active,,debit_card
5744307,7695233,premium,24.99,2023-04-11,2024-03-01,canceled,missing_features,credit_card
1847003,8089109,premium,24.99,2023-08-17,,active,,credit_card
1487779,1686268,free,0.0,2024-09-13,,active,,
3188266,6021983,free,0.0,2024-12-26,,active,,
991060,8942992,plus,9.99,2023-07-28,,active,,debit_card
4204003,5791164,premium,12.5,2024-12-14,,active,,credit_card
4060892,8449607,premium,24.99,2023-06-16,,active,,debit_card
4024437,5572530,premium,24.99,2024-09-09,,active,,credit_card
5203745,8385034,free,0.0,2024-06-26,,past_due,,
2861238,9669441,free,0.0,2023-06-18,,active,,
5649679,5066621,free,0.0,2024-09-21,,active,,
4221809,3421961,plus,9.99,2024-10-12,,active,,credit_card
4937089,4904840,premium,12.5,2024-02-06,,past_due,,credit_card
5415460,4726904,plus,9.99,2024-10-29,2025-08-09,canceled,missing_features,debit_card
1099695,7928655,premium,24.99,2024-04-25,,active,,ach_transfer
5538401,1484427,free,0.0,2024-06-25,,active,,
4225400,5411887,plus,9.99,2024-02-14,,active,,debit_card
883650,2964724,premium,24.99,2023-10-04,2024-04-21,canceled,missing_features,credit_card
1361276,7034722,free,0.0,2024-10-22,2025-10-29,canceled,too_expensive,
3487972,2985196,free,0.0,2024-11-30,2025-01-31,canceled,technical_issues,
4465341,7908531,free,0.0,2024-09-15,,active,,
4174893,7848829,plus,9.99,2024-01-13,,past_due,,paypal
2329525,5913478,premium,24.99,2024-03-03,,active,,credit_card
2729982,5832691,plus,9.99,2024-03-14,,past_due,,debit_card
5028451,4105958,plus,9.99,2024-01-10,,past_due,,debit_card
3994229,1910775,plus,9.99,2024-01-06,,active,,credit_card
2370035,1285622,plus,9.99,2025-01-09,,active,,credit_card
2333282,5449399,premium,24.99,2023-10-19,,active,,credit_card
1266637,7126463,plus,7.99,2023-10-29,,active,,debit_card
2165753,8732605,free,0.0,2024-01-01,2024-02-16,canceled,no_longer_needed,
3348002,9855603,free,0.0,2024-10-31,,active,,
4198682,4886402,plus,9.99,2024-06-29,2024-08-19,canceled,switched_competitor,debit_card
1324427,6215622,plus,9.99,2024-08-06,,active,,credit_card
801985,2607618,plus,9.99,2024-07-27,,active,,credit_card
4243011,4777341,free,0.0,2024-12-16,2025-09-22,canceled,technical_issues,
4584513,1295599,plus,9.99,2023-08-17,2024-01-15,canceled,too_expensive,debit_card
4383921,4344250,plus,9.99,2024-07-21,,active,,credit_card
5674113,7030613,free,0.0,2024-09-20,,active,,
4147261,9077813,premium,24.99,2024-07-02,,active,,credit_card
1036641,6918806,premium,19.99,2024-12-07,,active,,paypal
690658,2989173,plus,5.0,2024-06-15,,active,,credit_card
5704362,7514948,free,0.0,2024-04-04,,active,,
2741595,3429700,free,0.0,2024-03-29,,active,,
1809487,4277560,premium,19.99,2024-11-02,,active,,debit_card
5863380,2194737,plus,9.99,2024-07-22,,active,,debit_card
4531552,5101036,free,0.0,2024-02-25,,active,,
1970009,7501211,plus,7.99,2023-07-27,,active,,debit_card
652303,4800986,free,0.0,2024-03-08,2024-12-30,canceled,switched_competitor,
2559436,5954582,plus,9.99,2024-12-12,,active,,ach_transfer
4086808,5849666,premium,24.99,2024-01-17,,active,,credit_card
2990208,9078886,plus,9.99,2024-09-14,2025-03-27,canceled,poor_support,paypal
5362594,7846539,free,0.0,2024-09-21,2025-01-22,canceled,poor_support,
4849410,2420858,free,0.0,2023-07-15,,active,,
4414127,1551238,premium,24.99,2024-02-25,2024-06-30,canceled,too_expensive,ach_transfer
1137124,2137273,plus,9.99,2023-09-26,,active,,paypal
603547,7166160,premium,19.99,2024-05-07,,active,,ach_transfer
1645118,3842894,free,0.0,2023-10-04,,active,,
5892023,2358097,free,0.0,2024-02-06,,active,,
696760,2693481,plus,9.99,2024-12-29,,active,,credit_card
3666379,3513024,premium,24.99,2023-10-11,2024-06-26,canceled,switched_competitor,ach_transfer
2344531,3597979,plus,9.99,2023-10-28,,active,,credit_card
2786361,8373356,plus,9.99,2024-08-03,,active,,debit_card
4149812,5055032,plus,9.99,2024-02-19,,active,,debit_card
1226041,8016812,free,0.0,2023-10-14,2024-01-06,canceled,technical_issues,
1764499,4311149,premium,12.5,2024-03-05,,active,,credit_card
4157337,9206336,plus,7.99,2023-11-30,2024-06-06,canceled,no_longer_needed,debit_card
668132,7773329,plus,9.99,2024-06-04,,past_due,,debit_card
2436222,7685941,plus,9.99,2024-07-31,,active,,paypal
3845638,3465596,plus,9.99,2023-12-15,,active,,debit_card
2375828,2984117,free,0.0,2024-06-15,,active,,
2783418,2886522,plus,9.99,2024-06-19,,active,,ach_transfer
5222467,9503902,free,0.0,2023-10-31,,active,,
3425554,4444084,free,0.0,2024-10-15,,active,,
3545585,1449395,free,0.0,2023-06-01,,active,,
4229529,9737925,plus,9.99,2024-11-21,,active,,credit_card
5483303,6140709,plus,7.99,2024-09-02,,past_due,,ach_transfer
5947359,7110341,premium,24.99,2025-01-01,2025-08-21,canceled,poor_support,credit_card
5366578,9647088,free,0.0,2024-04-21,,active,,
3027105,9341219,plus,5.0,2024-10-01,,active,,debit_card
5869739,1673812,plus,7.99,2024-06-30,,active,,debit_card
1743835,2768407,plus,9.99,2024-12-02,2025-11-16,canceled,technical_issues,credit_card
4767915,8817209,free,0.0,2024-09-01,2025-01-30,canceled,missing_features,
3829308,3302743,free,0.0,2023-12-01,,active,,
1187047,9817164,free,0.0,2024-09-16,,active,,
3341512,6703737,free,0.0,2024-08-12,,active,,
2823253,7062903,plus,5.0,2024-09-13,,active,,credit_card
1933021,3468665,plus,9.99,2024-12-28,,active,,ach_transfer
2263993,9976766,plus,5.0,2024-11-12,,active,technical_issues,credit_card
4594298,4827271,plus,9.99,2023-12-30,,active,,credit_card
2708141,3320715,premium,19.99,2023-08-23,,active,,debit_card
2574347,7864547,plus,5.0,2024-06-09,,active,,credit_card
2578994,3416826,premium,12.5,2024-12-06,,active,,debit_card
967627,1359281,plus,9.99,2024-02-18,,active,,ach_transfer
2756824,4066461,free,0.0,2024-12-14,,active,,
2085056,1838003,plus,9.99,2024-08-16,,active,,paypal
4686808,6569451,plus,9.99,2024-12-28,,past_due,,debit_card
5752198,2742166,premium,24.99,2024-04-26,2024-10-15,canceled,technical_issues,ach_transfer
2329157,9053048,plus,9.99,2024-01-24,,active,,debit_card
5258264,4080201,free,0.0,2024-07-11,,active,,
3734800,8474447,free,0.0,2024-10-27,2025-01-16,canceled,too_expensive,
4415334,5830165,plus,5.0,2024-11-23,,active,,debit_card
2761227,3284798,free,0.0,2023-04-30,,active,,
4544099,7169912,plus,9.99,2024-12-22,,active,,credit_card
4289021,8691332,premium,19.99,2024-10-16,,active,,debit_card
1264699,2245749,plus,7.99,2024-08-31,,active,,credit_card
1618385,3185454,free,0.0,2024-02-18,,active,,
4014842,7155579,plus,9.99,2023-07-04,2024-05-09,canceled,too_expensive,ach_transfer
5914926,9900019,free,0.0,2024-11-16,,active,,
4214641,7730886,free,0.0,2024-04-13,,past_due,,
646235,9749917,premium,12.5,2024-11-05,,active,,debit_card
2932984,7769552,premium,24.99,2024-08-24,,active,,credit_card
1514524,5128784,plus,7.99,2024-01-30,,active,,credit_card
1012626,9910335,free,0.0,2024-03-19,2025-03-31,canceled,missing_features,
4477413,6462610,free,0.0,2024-03-20,,active,,
5706695,9125248,premium,19.99,2024-07-20,,active,,paypal
5720056,9740245,plus,9.99,2024-05-03,,active,,ach_transfer
4979506,1651824,plus,7.99,2023-12-21,,active,,credit_card
4573206,4620597,plus,9.99,2024-01-27,,active,,ach_transfer
5577507,5092097,plus,7.99,2024-12-19,2025-04-30,canceled,technical_issues,debit_card
5749131,5084591,free,0.0,2024-12-03,,active,,
5891478,8017955,plus,9.99,2023-07-31,,active,,debit_card
2003618,8104627,free,0.0,2024-07-16,2025-06-24,canceled,missing_features,
5511337,8456688,premium,24.99,2024-08-30,,active,,credit_card
3720348,6080692,plus,7.99,2024-11-03,,past_due,,debit_card
2705082,2813065,free,0.0,2024-07-20,2025-01-06,canceled,missing_features,
2710850,5264423,plus,7.99,2024-03-15,,active,,ach_transfer
1499603,6167373,free,0.0,2024-05-12,2024-09-08,canceled,technical_issues,
3167314,7128420,plus,5.0,2024-12-24,,active,,debit_card
4544935,2136078,free,0.0,2023-05-28,,active,,
3297242,2260386,premium,24.99,2024-08-04,,active,,credit_card
2157485,3062624,free,0.0,2025-01-18,,active,,
3404947,5523535,plus,9.99,2024-07-07,,active,,debit_card
4471231,4757974,free,0.0,2024-02-26,,active,,
710472,5305665,free,0.0,2024-08-14,,active,,
970522,2847199,plus,7.99,2024-09-15,,active,,debit_card
1835861,5289361,premium,24.99,2024-12-23,,active,,credit_card
5529270,7105525,plus,7.99,2024-09-13,2025-08-08,canceled,switched_competitor,credit_card
5280104,6853584,free,0.0,2024-03-25,2024-10-09,canceled,technical_issues,
2146241,3800174,premium,19.99,2024-12-12,2025-02-22,canceled,switched_competitor,credit_card
3353531,7879771,plus,7.99,2024-11-21,,active,,ach_transfer
1844116,6895725,free,0.0,2024-05-01,,active,,
3564576,6210307,plus,9.99,2024-11-21,,past_due,,credit_card
2384665,4665842,free,0.0,2024-04-16,,past_due,,
3761162,2572732,free,0.0,2024-06-09,,active,,
3178255,8089975,premium,19.99,2023-12-14,,active,,credit_card
4122639,5603623,premium,19.99,2023-05-24,,active,,credit_card
4883205,6500545,plus,5.0,2024-03-11,,active,,ach_transfer
708934,6721877,free,0.0,2024-01-21,,active,,
1899775,2707017,free,0.0,2023-10-26,,active,,
2593423,1517961,plus,9.99,2023-12-08,,active,,credit_card
3312776,6309792,plus,9.99,2024-04-08,,active,,paypal
1411508,5675431,plus,9.99,2024-01-12,,active,,debit_card
4256350,4433372,plus,9.99,2023-11-26,,past_due,,credit_card
4191936,8449194,plus,7.99,2024-01-08,,past_due,,ach_transfer
4076480,7847129,premium,24.99,2024-08-02,,active,,credit_card
1937038,3402114,plus,5.0,2024-07-20,,active,,ach_transfer
4681458,1929090,plus,9.99,2024-09-18,2025-03-11,canceled,too_expensive,debit_card
835055,4415398,plus,5.0,2024-06-17,,active,,credit_card
5391680,4477983,plus,7.99,2024-11-16,,active,,debit_card
969536,7124152,free,0.0,2024-06-05,,active,,
3783618,1883435,plus,7.99,2024-10-17,,active,,paypal
5989802,9001482,premium,24.99,2023-12-06,,active,,credit_card
5253056,1211463,plus,9.99,2023-12-18,2024-11-03,canceled,switched_competitor,credit_card
5743829,7523229,plus,5.0,2024-11-18,,active,,credit_card
4133858,4570834,premium,12.5,2023-10-22,,active,,debit_card
3609714,1853159,plus,7.99,2023-07-31,,active,,credit_card
1265561,6093388,plus,9.99,2023-07-13,,active,,credit_card
3122424,1297883,free,0.0,2023-05-15,,active,,
2176495,9953038,plus,9.99,2023-12-18,2024-06-26,canceled,too_expensive,credit_card
3988891,3692794,free,0.0,2023-12-31,,active,,
745819,1708672,plus,9.99,2024-04-30,2024-05-26,canceled,no_longer_needed,credit_card
3092927,3054048,plus,7.99,2024-12-12,,active,,debit_card
2780900,9170528,free,0.0,2024-12-23,,active,,
2831907,4743797,premium,24.99,2024-06-09,,past_due,,ach_transfer
1067432,6723601,plus,7.99,2024-02-20,,active,,paypal
