user_id,signup_date,acquisition_channel,device_type,country,age,occupation,referral_source,marketing_campaign_id
8519817,2024-09-15,organic,android,Philippines,37,Teacher,,
4817042,2024-03-06,affiliate,web,Canada,22,Sales Rep,,744167.0
9666712,2023-10-06,affiliate,web,United States,50,Student,,832180.0
9535640,2024-04-10,referral,android,United States,36,Consultant,Community Forum,
1835165,2023-05-28,organic,web,Brazil,23,Accountant,,
7766174,2024-06-14,organic,web,United States,44,Retired,,
2752683,2024-12-21,affiliate,web,Brazil,35,Teacher,,291335.0
4751531,2023-06-07,organic,web,Mexico,20,Student,,429365.0
5767348,2024-09-26,social,web,United States,27,Unemployed,,378167.0
9568438,2024-08-07,referral,web,Germany,33,Sales Rep,Partner App,
6455483,2024-08-27,paid_search,ios,United States,22,Small Business Owner,,359178.0
8880317,2024-10-06,organic,ios,United Kingdom,48,Teacher,,429365.0
7110845,2024-10-18,paid_search,web,United States,37,Teacher,,237337.0
9109698,2023-11-15,paid_search,web,Philippines,37,Consultant,,141090.0
8716492,2023-10-16,social,android,Australia,27,Software Engineer,,378167.0
4456653,2024-11-04,referral,web,Mexico,42,Nurse,Existing Customer,
6783182,2024-02-04,affiliate,android,United States,39,Nurse,,887201.0
9437392,2024-02-15,social,web,Australia,33,Nurse,,378167.0
8650961,2024-09-14,organic,android,United States,34,Unemployed,,
3702994,2024-10-29,organic,web,India,50,Unemployed,,
4489429,2023-11-02,organic,ios,Germany,28,Marketing Manager,,429365.0
9634012,2024-02-19,referral,ios,United States,42,Software Engineer,Partner App,
8356061,2024-06-11,social,web,United States,34,Nurse,,378167.0
7569632,2024-01-30,affiliate,android,Mexico,36,Small Business Owner,,887201.0
9896161,2023-10-31,social,ios,United States,32,Marketing Manager,,378167.0
6193378,2024-07-09,referral,android,Brazil,52,Sales Rep,Employee,
7864547,2024-05-30,referral,android,Mexico,38,Software Engineer,Employee,
3145977,2024-01-16,affiliate,web,Brazil,38,Unemployed,,887201.0
7307517,2024-09-10,organic,android,United States,21,Software Engineer,,
8061183,2024-07-04,organic,android,Canada,26,Nurse,,
1442061,2024-11-16,affiliate,web,Germany,38,Student,,210268.0
7012621,2024-07-11,organic,web,India,32,Small Business Owner,,
7078159,2024-11-01,paid_search,android,United Kingdom,22,Software Engineer,,359178.0
4948242,2024-11-22,affiliate,web,United Kingdom,43,Nurse,,275203.0
2785559,2023-08-19,organic,ios,India,22,Small Business Owner,,
5603623,2023-05-14,referral,web,Mexico,53,Sales Rep,Partner App,
8814889,2024-10-13,organic,ios,Canada,40,Marketing Manager,,
9437482,2024-03-01,referral,android,United States,33,Student,Existing Customer,
6947117,2023-04-02,referral,android,Australia,31,Unemployed,Existing Customer,
2818352,2023-08-10,social,web,United States,26,Student,,378167.0
4620597,2024-01-21,paid_search,web,United States,18,Student,,164820.0
2490687,2024-07-10,social,android,Australia,25,Nurse,,378167.0
6259018,2024-08-06,paid_search,web,United States,38,Student,,621430.0
6947148,2023-06-20,social,web,Canada,20,Unemployed,,465838.0
3768654,2023-08-30,paid_search,android,Brazil,30,Consultant,,818315.0
4489550,2024-07-03,social,web,Germany,52,Accountant,,378167.0
9208149,2024-05-11,organic,android,United States,26,Nurse,,
5636440,2024-10-17,organic,web,United States,18,Retired,,
4817242,2024-11-13,affiliate,ios,Mexico,21,Accountant,,887201.0
9306461,2024-07-02,social,ios,United States,53,Freelancer,,465838.0
9437534,2024-07-09,affiliate,android,Mexico,35,Student,,887201.0
4456800,2023-10-22,organic,android,Canada,24,Software Engineer,,
2982243,2024-10-17,affiliate,web,United States,38,Retired,,210268.0
3801445,2024-12-27,referral,android,Australia,23,Consultant,Community Forum,
5439850,2023-06-07,affiliate,ios,Mexico,18,Consultant,,231932.0
7864684,2023-03-27,paid_search,android,Philippines,48,Nurse,,187498.0
4358509,2024-11-19,paid_search,web,Canada,31,Consultant,,141090.0
3080563,2024-06-10,organic,web,Mexico,54,Teacher,,429365.0
1737090,2024-12-16,paid_search,web,United States,41,Student,,164820.0
1212803,2024-07-20,organic,ios,United States,30,Student,,
6193542,2023-07-27,affiliate,android,United States,34,Accountant,,744167.0
5079430,2024-07-08,paid_search,android,United States,34,Student,,164820.0
7111053,2024-10-09,paid_search,android,India,38,Sales Rep,,421879.0
5079441,2024-10-31,organic,ios,United States,19,Small Business Owner,,
3604884,2024-05-15,affiliate,ios,Philippines,47,Freelancer,,275203.0
2261402,2024-11-07,affiliate,ios,Germany,39,Teacher,,744167.0
9109916,2023-12-16,organic,ios,United States,31,Student,,
3015074,2024-09-23,paid_search,web,Mexico,48,Nurse,,164820.0
8323494,2024-04-27,organic,web,United States,41,Marketing Manager,,999159.0
3604902,2024-12-05,organic,web,Brazil,18,Software Engineer,,
7471530,2024-08-06,referral,web,United States,43,Freelancer,Employee,
2195885,2024-01-26,organic,ios,United Kingdom,25,Sales Rep,,
8487345,2024-11-04,organic,web,United Kingdom,18,Consultant,,
4948401,2024-05-31,affiliate,web,United States,23,Accountant,,275203.0
9601462,2024-01-10,referral,ios,Mexico,51,Student,Community Forum,
6193595,2024-12-14,referral,web,United Kingdom,41,Unemployed,Employee,
2916796,2023-11-26,organic,android,Philippines,35,Accountant,,
1114560,2023-10-07,affiliate,ios,United States,38,Marketing Manager,,744167.0
9830852,2023-11-12,social,web,Australia,43,Software Engineer,,378167.0
5210583,2024-01-14,affiliate,web,Brazil,31,Unemployed,,231932.0
5833177,2024-08-20,social,ios,India,49,Unemployed,,378167.0
6455770,2024-02-16,social,android,India,34,Retired,,378167.0
3211738,2024-11-01,affiliate,ios,United States,18,Sales Rep,,221958.0
3670492,2023-12-24,organic,ios,India,53,Accountant,,
9503197,2024-05-21,paid_search,web,Philippines,19,Freelancer,,421879.0
8094176,2024-05-09,organic,android,United States,46,Accountant,,
6029792,2024-07-30,organic,web,Brazil,18,Teacher,,
8946155,2024-08-13,paid_search,ios,United States,36,Retired,,421879.0
2851317,2024-12-13,paid_search,web,United States,27,Student,,237337.0
6062581,2024-06-20,organic,ios,Canada,39,Marketing Manager,,
7930358,2024-11-05,referral,ios,United States,53,Retired,Partner App,
3539448,2024-12-04,organic,web,India,31,Small Business Owner,,429365.0
1638922,2024-04-02,organic,android,United States,19,Accountant,,
8552975,2024-04-09,paid_search,web,United States,36,Sales Rep,,141090.0
9437712,2023-05-19,organic,web,United States,31,Marketing Manager,,429365.0
7995919,2024-06-14,referral,ios,Germany,21,Freelancer,Community Forum,
9175576,2024-11-25,organic,web,United States,40,Retired,,
1376794,2024-10-30,organic,web,Brazil,18,Retired,,429365.0
1049115,2023-12-22,paid_search,web,Australia,25,Software Engineer,,818315.0
2785818,2024-09-15,organic,ios,United States,38,Sales Rep,,999159.0
1278495,2024-11-01,social,android,United States,25,Marketing Manager,,378167.0
2654753,2023-12-15,paid_search,ios,Mexico,19,Student,,141090.0
2294315,2024-10-29,social,web,Brazil,42,Teacher,,465838.0
2589228,2024-06-06,social,web,United States,36,Sales Rep,,465838.0
6259245,2024-04-11,paid_search,web,United States,22,Consultant,,621430.0
9175602,2024-08-16,paid_search,web,United States,31,Nurse,,421879.0
5341747,2024-01-29,organic,web,United States,44,Unemployed,,
8028722,2023-03-29,affiliate,web,United States,18,Sales Rep,,291335.0
9667126,2024-03-22,affiliate,android,United States,49,Freelancer,,832180.0
8946232,2023-11-09,social,android,Brazil,37,Retired,,465838.0
9306681,2024-02-03,paid_search,web,United States,33,Nurse,,187498.0
1966649,2024-07-19,paid_search,ios,United Kingdom,42,Student,,771155.0
9601594,2024-02-23,social,web,United States,42,Unemployed,,465838.0
1770044,2024-07-24,referral,ios,United States,18,Software Engineer,Employee,
9962049,2024-03-31,paid_search,ios,Mexico,30,Freelancer,,621430.0
4850241,2024-04-15,paid_search,android,Brazil,29,Retired,,771155.0
8716868,2024-06-06,paid_search,web,United States,36,Freelancer,,771155.0
9929285,2024-07-02,paid_search,ios,Germany,53,Student,,187498.0
6193734,2024-03-28,organic,web,United States,33,Teacher,,
2228807,2024-12-10,paid_search,ios,Nigeria,63,Unemployed,,187498.0
5243460,2024-10-25,paid_search,web,Canada,26,Accountant,,421879.0
7897673,2024-01-18,social,android,United States,36,Marketing Manager,,465838.0
1475147,2024-05-22,referral,ios,Germany,29,Teacher,Existing Customer,
6586956,2024-11-22,referral,ios,United States,33,Freelancer,Partner App,
8946258,2024-04-15,paid_search,ios,United States,36,Teacher,,421879.0
8913490,2024-04-11,referral,ios,United States,45,Consultant,Partner App,
4719194,2024-09-27,paid_search,web,Philippines,26,Retired,,237337.0
2556518,2024-05-20,paid_search,web,United States,33,Accountant,,187498.0
6521452,2024-01-30,affiliate,web,United States,31,Student,,210268.0
9110129,2024-10-19,referral,ios,Philippines,47,Nurse,Partner App,
6324852,2024-04-24,affiliate,ios,Australia,43,Freelancer,,231932.0
1344126,2024-08-24,paid_search,web,United Kingdom,49,Marketing Manager,,164820.0
7963266,2024-05-02,paid_search,web,United States,40,Consultant,,237337.0
6652555,2024-05-16,social,web,India,25,Software Engineer,,378167.0
3801742,2024-04-27,affiliate,ios,Philippines,37,Student,,291335.0
2294416,2024-12-20,paid_search,web,Canada,33,Accountant,,771155.0
1311385,2024-02-14,affiliate,android,Canada,32,Marketing Manager,,231932.0
3834523,2024-08-04,organic,web,Mexico,36,Freelancer,,999159.0
3244702,2023-08-14,organic,ios,Australia,24,Small Business Owner,,
2720444,2023-08-13,affiliate,ios,United States,24,Consultant,,231932.0
1770173,2024-12-22,affiliate,web,United States,46,Unemployed,,832180.0
8323777,2023-05-22,referral,android,Canada,23,Teacher,Existing Customer,
7144138,2024-03-08,paid_search,ios,Mexico,32,Software Engineer,,771155.0
7439051,2024-12-30,affiliate,web,United States,55,Freelancer,,887201.0
2458316,2023-12-01,paid_search,ios,India,43,Freelancer,,818315.0
9863886,2023-10-06,organic,android,Australia,20,Sales Rep,,
3932878,2023-10-30,social,web,Australia,48,Retired,,378167.0
4293331,2023-07-25,social,android,Canada,45,Nurse,,465838.0
3113687,2024-10-25,organic,android,Nigeria,41,Nurse,,
3605214,2024-11-28,paid_search,web,Philippines,42,Sales Rep,,164820.0
4850404,2024-07-13,affiliate,web,United States,25,Small Business Owner,,832180.0
9536239,2024-01-09,referral,web,Nigeria,43,Unemployed,Community Forum,
3408630,2024-12-07,organic,ios,Germany,51,Consultant,,
5473014,2023-12-20,affiliate,android,Philippines,31,Nurse,,887201.0
8192767,2023-04-11,social,web,Australia,30,Accountant,,378167.0
6882049,2023-05-19,social,ios,Australia,31,Freelancer,,465838.0
9241353,2024-04-12,affiliate,ios,United States,41,Retired,,275203.0
9274125,2023-04-09,social,android,United States,43,Nurse,,378167.0
2949902,2024-07-26,affiliate,web,United States,27,Marketing Manager,,210268.0
6357777,2024-09-25,paid_search,android,Philippines,18,Nurse,,421879.0
6193951,2024-05-22,referral,web,Mexico,28,Teacher,Community Forum,
3343136,2024-02-19,referral,web,Brazil,28,Unemployed,Community Forum,
8913697,2024-08-15,referral,android,United States,43,Student,Existing Customer,
2753313,2023-09-28,organic,web,United States,40,Consultant,,
2655016,2024-07-23,social,android,Brazil,36,Teacher,,465838.0
3343145,2024-06-30,paid_search,ios,Brazil,35,Small Business Owner,,621430.0
3900203,2024-01-07,organic,web,Philippines,38,Consultant,,
7209774,2024-01-30,paid_search,web,Brazil,45,Nurse,,421879.0
3932977,2024-02-07,organic,web,United Kingdom,43,Student,,
1671986,2024-03-04,social,android,Brazil,26,Student,,465838.0
9306931,2024-10-23,affiliate,ios,Philippines,32,Accountant,,744167.0
6095670,2023-08-10,referral,web,Germany,29,Sales Rep,Community Forum,
9896761,2024-08-21,paid_search,web,United States,35,Unemployed,,771155.0
8225593,2024-11-01,paid_search,android,United States,39,Student,,141090.0
4522810,2024-04-07,organic,web,Philippines,18,Retired,,429365.0
8389434,2024-02-05,social,ios,United States,27,Small Business Owner,,465838.0
8422212,2024-09-12,referral,android,United States,43,Marketing Manager,Employee,
4031301,2023-11-28,social,android,United States,25,Freelancer,,465838.0
9536326,2024-07-14,organic,android,Nigeria,20,Marketing Manager,,
2097996,2024-05-07,organic,ios,United States,25,Software Engineer,,
8684365,2023-03-17,affiliate,ios,United States,41,Nurse,,275203.0
1737550,2024-10-05,organic,ios,United States,18,Teacher,,
3605327,2024-10-12,affiliate,ios,United States,49,Marketing Manager,,887201.0
2196311,2024-11-13,referral,web,India,38,Unemployed,Partner App,
5768026,2024-01-14,paid_search,android,United States,39,Retired,,164820.0
8422235,2024-10-19,paid_search,web,Germany,26,Retired,,359178.0
1147745,2024-05-08,affiliate,web,United States,34,Freelancer,,832180.0
8422244,2024-12-09,social,ios,Germany,42,Student,,378167.0
7766886,2024-01-16,paid_search,ios,United States,40,Consultant,,359178.0
6587239,2024-05-16,affiliate,ios,India,28,Consultant,,887201.0
7701354,2023-09-03,paid_search,android,United States,53,Retired,,164820.0
2032499,2024-09-05,paid_search,web,Canada,36,Unemployed,,141090.0
4817780,2024-10-04,paid_search,web,Brazil,41,Teacher,,359178.0
1213299,2024-03-13,affiliate,web,United States,39,Consultant,,210268.0
5145466,2024-02-22,affiliate,ios,United Kingdom,21,Marketing Manager,,210268.0
2950013,2024-11-08,social,ios,Mexico,32,Student,,465838.0
6390656,2024-04-04,referral,ios,United States,22,Accountant,Employee,
5243780,2024-12-08,organic,ios,Philippines,41,Small Business Owner,,
6783877,2023-11-30,paid_search,android,United Kingdom,27,Student,,187498.0
5374857,2023-12-25,referral,android,Australia,38,Unemployed,Existing Customer,
4883337,2023-07-11,social,ios,Germany,26,Software Engineer,,465838.0
9143179,2024-02-25,organic,android,Brazil,38,Small Business Owner,,429365.0
8323988,2024-09-15,social,ios,United States,18,Unemployed,,465838.0
8749972,2024-06-16,organic,ios,United States,47,Retired,,
6718365,2024-09-19,paid_search,ios,India,27,Accountant,,621430.0
7472036,2024-11-20,organic,web,United States,50,Accountant,,429365.0
6914988,2024-04-15,organic,ios,Canada,18,Retired,,
3179441,2024-11-04,organic,ios,United States,25,Teacher,,
9372602,2024-03-21,social,ios,Germany,25,Software Engineer,,465838.0
7898046,2023-12-17,paid_search,ios,United States,22,Nurse,,237337.0
5473214,2024-02-18,affiliate,android,United States,35,Teacher,,275203.0
3474370,2024-11-28,paid_search,ios,United States,50,Marketing Manager,,237337.0
4260802,2023-09-03,paid_search,android,India,27,Teacher,,164820.0
2524102,2023-12-30,affiliate,web,United States,40,Teacher,,210268.0
1377224,2024-03-29,social,ios,Germany,41,Student,,378167.0
6685645,2024-12-14,organic,web,United States,19,Accountant,,
1835988,2024-07-31,social,web,Canada,30,Teacher,,465838.0
3572703,2024-08-27,paid_search,ios,United States,37,Nurse,,771155.0
8061944,2023-04-09,organic,android,United States,29,Unemployed,,429365.0
1573881,2024-05-22,affiliate,web,India,47,Unemployed,,291335.0
9700349,2024-02-13,organic,web,United States,24,Accountant,,
6128643,2024-10-25,affiliate,web,Brazil,48,Unemployed,,231932.0
3212292,2024-12-27,paid_search,ios,United Kingdom,38,Unemployed,,621430.0
3736582,2024-08-24,social,android,United States,25,Unemployed,,378167.0
1475595,2024-01-09,organic,web,Canada,30,Nurse,,
5932048,2024-10-30,social,web,United States,34,Retired,,378167.0
1672225,2024-07-03,organic,web,United States,28,Unemployed,,
1082409,2024-06-30,affiliate,ios,Canada,50,Retired,,275203.0
7504938,2023-09-24,paid_search,android,Australia,32,Small Business Owner,,621430.0
3867695,2024-02-11,paid_search,web,United States,50,Teacher,,771155.0
8586288,2024-04-09,referral,web,Australia,44,Software Engineer,Employee,
4457521,2024-11-13,social,android,United Kingdom,18,Accountant,,465838.0
9765940,2023-05-19,paid_search,android,United States,18,Small Business Owner,,621430.0
9077813,2024-06-25,organic,ios,United States,26,Small Business Owner,,999159.0
3998778,2024-02-08,organic,ios,Australia,37,Accountant,,
1803328,2024-10-07,organic,ios,United States,19,Small Business Owner,,
9274437,2024-08-21,social,ios,United States,26,Consultant,,465838.0
4293705,2023-11-20,organic,web,India,33,Freelancer,,
3245131,2024-11-11,affiliate,android,Germany,54,Marketing Manager,,221958.0
4457550,2023-09-17,social,ios,United States,42,Small Business Owner,,378167.0
8356943,2024-05-20,organic,web,Brazil,53,Retired,,
2557009,2024-05-26,referral,web,United States,36,Teacher,Existing Customer,
5637203,2023-08-09,social,android,Australia,35,Accountant,,378167.0
8782937,2023-04-12,organic,web,Germany,32,Accountant,,
5112924,2024-12-26,organic,ios,United States,35,Unemployed,,
1606752,2024-07-28,referral,ios,India,21,Retired,Employee,
5178465,2023-12-24,paid_search,web,India,40,Retired,,237337.0
2622563,2024-08-15,paid_search,android,Nigeria,30,Retired,,141090.0
5735524,2023-06-23,affiliate,ios,United States,30,Freelancer,,887201.0
2327654,2024-11-11,affiliate,web,United States,26,Unemployed,,231932.0
9405547,2024-12-27,affiliate,ios,United States,21,Marketing Manager,,221958.0
2622572,2024-06-12,organic,android,United States,27,Marketing Manager,,999159.0
4621420,2024-02-24,organic,android,Philippines,22,Small Business Owner,,
2393196,2023-04-13,paid_search,ios,United States,38,Student,,359178.0
1442939,2023-09-11,paid_search,web,Brazil,25,Consultant,,771155.0
9634939,2023-12-17,affiliate,web,United States,47,Retired,,291335.0
6521980,2024-07-11,affiliate,ios,Australia,26,Teacher,,275203.0
8324222,2024-08-28,organic,android,United Kingdom,54,Consultant,,
3998851,2023-02-08,paid_search,android,United States,41,Teacher,,154886.0
9929860,2024-12-05,organic,ios,Australia,31,Teacher,,999159.0
4555912,2024-10-03,social,web,Canada,23,Sales Rep,,465838.0
6161545,2024-04-26,organic,web,United States,33,Accountant,,
2294929,2024-11-13,social,web,Nigeria,41,Teacher,,465838.0
9012369,2024-10-19,paid_search,ios,Australia,37,Small Business Owner,,141090.0
5964948,2024-03-18,affiliate,web,United States,39,Sales Rep,,221958.0
2065560,2023-08-26,affiliate,android,United States,37,Software Engineer,,210268.0
7603352,2024-10-16,paid_search,android,United States,35,Unemployed,,421879.0
5407900,2023-10-22,referral,ios,United States,25,Freelancer,Existing Customer,
9503902,2023-10-27,social,android,United States,20,Sales Rep,,465838.0
7439522,2024-07-10,affiliate,android,United States,37,Nurse,,744167.0
5473447,2024-02-20,referral,ios,United States,18,Unemployed,Employee,
1049768,2023-09-01,organic,android,United States,18,Unemployed,,
3933361,2024-11-27,organic,web,Mexico,29,Consultant,,
9798834,2023-08-21,referral,web,United States,47,Consultant,Community Forum,
9143478,2024-09-15,paid_search,android,United States,20,Teacher,,164820.0
8258746,2024-05-06,organic,ios,Philippines,22,Marketing Manager,,
3900603,2024-08-19,organic,web,United States,49,Retired,,
4129985,2023-05-28,paid_search,ios,United States,48,Software Engineer,,771155.0
1770692,2024-10-16,social,ios,Australia,28,Software Engineer,,465838.0
2229458,2024-09-09,social,ios,Canada,26,Consultant,,465838.0
5506259,2024-12-29,referral,web,United Kingdom,25,Retired,Existing Customer,
1311955,2023-08-23,organic,web,Australia,31,Small Business Owner,,
8389844,2024-02-22,social,ios,Germany,31,Small Business Owner,,378167.0
1443031,2023-12-01,paid_search,web,United States,18,Small Business Owner,,164820.0
1443035,2024-11-24,organic,web,Brazil,30,Software Engineer,,
2950367,2023-05-17,paid_search,ios,United Kingdom,43,Nurse,,141090.0
9503967,2024-07-21,social,web,Australia,18,Consultant,,378167.0
1737954,2024-05-20,organic,web,United States,33,Freelancer,,
9209061,2023-09-24,paid_search,web,Germany,48,Small Business Owner,,771155.0
5768424,2024-11-18,social,ios,United States,22,Nurse,,465838.0
2655464,2023-05-14,social,android,Australia,38,Small Business Owner,,465838.0
2163950,2023-10-02,organic,web,United States,20,Retired,,999159.0
1279215,2023-12-13,paid_search,android,United States,38,Teacher,,359178.0
1967344,2023-04-26,organic,android,Germany,43,Marketing Manager,,
2491633,2024-10-13,paid_search,ios,United States,40,Small Business Owner,,359178.0
7505134,2023-09-18,paid_search,ios,United States,37,Marketing Manager,,621430.0
5965050,2024-11-22,organic,android,Canada,41,Software Engineer,,
5637370,2024-05-03,paid_search,web,United States,49,Consultant,,237337.0
8029446,2023-08-11,paid_search,android,Mexico,30,Teacher,,141090.0
8062215,2024-06-10,organic,android,United States,37,Unemployed,,
2950408,2024-12-14,paid_search,ios,United States,37,Accountant,,818315.0
4031756,2024-09-02,organic,ios,Mexico,55,Small Business Owner,,
4621581,2023-12-24,social,android,United States,18,Software Engineer,,378167.0
7537932,2023-09-15,social,android,United States,50,Unemployed,,465838.0
1148178,2024-12-28,paid_search,ios,United States,39,Nurse,,421879.0
7767315,2024-09-27,organic,android,United States,39,Retired,,429365.0
1312023,2024-12-25,organic,ios,Canada,47,Small Business Owner,,
7898410,2024-08-06,organic,ios,India,32,Small Business Owner,,
8586544,2023-07-24,organic,web,United Kingdom,41,Small Business Owner,,
7701810,2023-10-30,organic,ios,United States,28,Software Engineer,,
4916533,2024-06-22,paid_search,ios,United States,22,Freelancer,,771155.0
3605822,2024-09-07,referral,ios,United States,41,Freelancer,Community Forum,
3900737,2024-09-04,referral,ios,Mexico,22,Retired,Existing Customer,
2327877,2024-06-29,organic,ios,Canada,30,Sales Rep,,
7013704,2023-09-17,paid_search,web,Canada,20,Unemployed,,421879.0
7996746,2024-07-03,organic,web,United States,18,Freelancer,,
1344855,2023-10-28,affiliate,android,United States,25,Student,,275203.0
8652126,2024-02-27,social,web,United Kingdom,48,Teacher,,378167.0
5539170,2023-10-23,paid_search,android,United States,54,Accountant,,621430.0
6587757,2023-09-16,organic,android,United States,40,Small Business Owner,,
4031863,2023-08-17,paid_search,web,United Kingdom,38,Student,,187498.0
6489464,2024-04-27,organic,web,Germany,51,Retired,,
7374201,2024-10-28,organic,android,United States,33,Accountant,,
1049976,2024-03-06,paid_search,ios,Philippines,33,Accountant,,771155.0
6587774,2024-06-14,paid_search,ios,Canada,44,Accountant,,141090.0
9045391,2024-12-30,paid_search,web,United States,29,Teacher,,164820.0
1541529,2023-03-16,social,android,India,45,Consultant,,465838.0
4195741,2024-07-31,social,web,Australia,44,Accountant,,465838.0
6292895,2024-12-19,affiliate,ios,United States,48,Unemployed,,744167.0
9045409,2024-11-09,organic,ios,United States,26,Consultant,,429365.0
4916643,2024-05-18,paid_search,ios,United States,33,Sales Rep,,164820.0
6227365,2024-08-29,paid_search,ios,Canada,42,Consultant,,154886.0
2000294,2024-05-14,social,ios,United Kingdom,59,Unemployed,,378167.0
7636393,2024-01-31,paid_search,web,United States,34,Marketing Manager,,771155.0
3835309,2023-10-20,paid_search,ios,Mexico,18,Unemployed,,141090.0
3048880,2024-03-02,social,web,United States,43,Marketing Manager,,378167.0
4556210,2023-07-08,organic,android,United States,18,Nurse,,
9471414,2024-10-26,social,ios,Canada,54,Marketing Manager,,378167.0
8717753,2024-09-04,organic,ios,United Kingdom,41,Student,,
7734714,2024-01-30,referral,android,United States,40,Nurse,Existing Customer,
5866940,2024-10-01,paid_search,ios,United States,33,Retired,,237337.0
2360764,2024-12-19,organic,ios,Brazil,26,Consultant,,
1639872,2023-07-05,organic,android,United States,40,Software Engineer,,
8553925,2024-07-08,paid_search,ios,United States,19,Student,,771155.0
7407054,2024-10-17,social,web,India,24,Software Engineer,,465838.0
7931344,2024-03-18,paid_search,android,Mexico,43,Retired,,237337.0
1017297,2024-11-02,affiliate,web,United States,29,Software Engineer,,221958.0
3966422,2024-03-11,social,web,India,36,Software Engineer,,465838.0
2524631,2024-04-20,paid_search,android,Brazil,36,Software Engineer,,164820.0
5801436,2023-07-08,affiliate,web,India,34,Nurse,,275203.0
5408224,2024-03-04,organic,ios,United States,32,Small Business Owner,,
8586725,2024-12-29,referral,ios,Canada,42,Freelancer,Community Forum,
3409381,2024-12-14,organic,android,United States,42,Consultant,,
7767528,2024-11-18,organic,web,India,23,Nurse,,
9602541,2024-09-22,affiliate,web,Philippines,28,Student,,744167.0
8750575,2024-03-24,paid_search,web,Germany,58,Freelancer,,818315.0
3180019,2024-11-26,paid_search,android,United States,28,Student,,237337.0
9831924,2024-04-17,paid_search,web,United States,26,Accountant,,621430.0
8553974,2024-09-01,organic,ios,Germany,43,Software Engineer,,
5408249,2023-01-30,paid_search,web,Germany,33,Consultant,,141090.0
5506554,2024-04-18,social,ios,Brazil,18,Small Business Owner,,465838.0
3409409,2023-11-16,organic,web,United States,47,Consultant,,
1705475,2024-08-20,paid_search,ios,Mexico,24,Marketing Manager,,237337.0
3507720,2023-07-15,affiliate,ios,United Kingdom,18,Teacher,,231932.0
7472652,2024-07-13,paid_search,web,Mexico,37,Teacher,,154886.0
6489612,2024-01-09,affiliate,android,United States,25,Marketing Manager,,291335.0
2983438,2024-11-22,organic,android,Canada,23,Unemployed,,
7767567,2024-08-05,social,web,Canada,38,Software Engineer,,378167.0
1213968,2024-11-28,organic,ios,United Kingdom,36,Marketing Manager,,
9930264,2024-09-19,affiliate,ios,United States,38,Software Engineer,,887201.0
3474968,2023-11-26,social,web,United States,29,Teacher,,465838.0
5408285,2024-09-21,referral,web,Brazil,46,Software Engineer,Partner App,
3507743,2024-06-16,paid_search,android,India,42,Consultant,,164820.0
2786852,2024-08-06,paid_search,android,Canada,44,Student,,164820.0
7964203,2024-12-17,organic,android,Mexico,18,Freelancer,,
7112240,2023-08-14,paid_search,web,United Kingdom,44,Marketing Manager,,818315.0
6620724,2024-06-11,affiliate,web,United States,46,Software Engineer,,832180.0
1148469,2024-10-07,paid_search,ios,Canada,30,Student,,237337.0
8816184,2024-05-26,organic,web,United States,22,Consultant,,
